"Gene","ClinVar_VariationID","ClinVar_Accession","Query_Phenotype","Matched_Condition","Clinical_Significance","Search_Term","Source"
"LOC130062244","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062245","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062246","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062247","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062248","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062249","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062250","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062251","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062252","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062253","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062254","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062255","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062256","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062257","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062258","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062259","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062260","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062261","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062262","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062263","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062264","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062265","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062266","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062267","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062268","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062269","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062270","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062271","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062272","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062273","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062274","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062275","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062276","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062277","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062278","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062279","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062280","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062281","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062282","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062283","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062284","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062285","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062286","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062287","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062288","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062289","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062290","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062291","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062292","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062293","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062294","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062295","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062296","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062297","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062298","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062299","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062300","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062301","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062302","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062303","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062304","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062305","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062306","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062307","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062308","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062309","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062310","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062311","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062312","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062313","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062314","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062315","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062316","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062317","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062318","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062319","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062320","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062321","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062322","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062323","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062324","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062325","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062326","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062327","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062328","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062329","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062330","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062331","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062332","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062333","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062334","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062335","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062336","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062337","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062338","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062339","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062340","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062341","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062342","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062343","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062344","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062345","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062346","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062347","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062348","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062349","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062350","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062351","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062352","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062353","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062354","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062355","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062356","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062357","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062358","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062359","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062360","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062361","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062362","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062363","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062364","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062365","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062366","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062367","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062368","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062369","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062370","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062371","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062372","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062373","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062374","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062375","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062376","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062377","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062378","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062379","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062380","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062381","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062382","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062383","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062384","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062385","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062386","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062387","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062388","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062389","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062390","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
"LOC130062391","4796208","VCV004796208","cancer","not provided | none provided | Prenatal imaging test results suggest abnormal fetal brain development, consistent with holoprosencephaly.","Likely pathogenic","""cancer""","ClinVar_XML"
