"PMID","Gene","Entrez_ID","Evidence_Text","Source","Title","Journal","Year"
"35514537","HOXA10","3206","Endometriosis is a chronic neuro-inflammatory disorder the defining feature of which is the growth of tissue (lesions) that resembles the endometrium outside the uterus. Estimates of prevalence quote rates of ~10% of women of reproductive age, equating to at least 190 million women world-wide. Genetic, hormonal and immunological factors have all been proposed as contributing to risk factors associated with the development of lesions. Twin studies report the heritable component of endometriosis a","PubTator3","Insights from genomic studies on the role of sex steroids in the aetiology of endometriosis.","Reproduction & fertility","2022"
"35514537","WNT4","54361","Endometriosis is a chronic neuro-inflammatory disorder the defining feature of which is the growth of tissue (lesions) that resembles the endometrium outside the uterus. Estimates of prevalence quote rates of ~10% of women of reproductive age, equating to at least 190 million women world-wide. Genetic, hormonal and immunological factors have all been proposed as contributing to risk factors associated with the development of lesions. Twin studies report the heritable component of endometriosis a","PubTator3","Insights from genomic studies on the role of sex steroids in the aetiology of endometriosis.","Reproduction & fertility","2022"
"35546551","beta-catenin","1499","Genetic analyses identify pleiotropy and causality for blood proteins and highlight Wnt/beta-catenin signalling in migraine.","PubTator3","Genetic analyses identify pleiotropy and causality for blood proteins and highlight Wnt/β-catenin signalling in migraine.","Nature communications","2022"
"35546551","DKK1","22943","Migraine is a common complex disorder with a significant polygenic SNP heritability ([Formula: see text]). Here we utilise genome-wide association study (GWAS) summary statistics to study pleiotropy between blood proteins and migraine under the polygenic model. We estimate [Formula: see text] for 4625 blood protein GWASs and identify 325 unique proteins with a significant [Formula: see text] for use in subsequent genetic analyses. Pleiotropy analyses link 58 blood proteins to migraine risk at ge","PubTator3","Genetic analyses identify pleiotropy and causality for blood proteins and highlight Wnt/β-catenin signalling in migraine.","Nature communications","2022"
"35546551","PDGFB","5155","Migraine is a common complex disorder with a significant polygenic SNP heritability ([Formula: see text]). Here we utilise genome-wide association study (GWAS) summary statistics to study pleiotropy between blood proteins and migraine under the polygenic model. We estimate [Formula: see text] for 4625 blood protein GWASs and identify 325 unique proteins with a significant [Formula: see text] for use in subsequent genetic analyses. Pleiotropy analyses link 58 blood proteins to migraine risk at ge","PubTator3","Genetic analyses identify pleiotropy and causality for blood proteins and highlight Wnt/β-catenin signalling in migraine.","Nature communications","2022"
"35546551","FARS2","10667","Migraine is a common complex disorder with a significant polygenic SNP heritability ([Formula: see text]). Here we utilise genome-wide association study (GWAS) summary statistics to study pleiotropy between blood proteins and migraine under the polygenic model. We estimate [Formula: see text] for 4625 blood protein GWASs and identify 325 unique proteins with a significant [Formula: see text] for use in subsequent genetic analyses. Pleiotropy analyses link 58 blood proteins to migraine risk at ge","PubTator3","Genetic analyses identify pleiotropy and causality for blood proteins and highlight Wnt/β-catenin signalling in migraine.","Nature communications","2022"
"35546551","GSTA4","2941","Migraine is a common complex disorder with a significant polygenic SNP heritability ([Formula: see text]). Here we utilise genome-wide association study (GWAS) summary statistics to study pleiotropy between blood proteins and migraine under the polygenic model. We estimate [Formula: see text] for 4625 blood protein GWASs and identify 325 unique proteins with a significant [Formula: see text] for use in subsequent genetic analyses. Pleiotropy analyses link 58 blood proteins to migraine risk at ge","PubTator3","Genetic analyses identify pleiotropy and causality for blood proteins and highlight Wnt/β-catenin signalling in migraine.","Nature communications","2022"
"35546551","CHIC2","26511","Migraine is a common complex disorder with a significant polygenic SNP heritability ([Formula: see text]). Here we utilise genome-wide association study (GWAS) summary statistics to study pleiotropy between blood proteins and migraine under the polygenic model. We estimate [Formula: see text] for 4625 blood protein GWASs and identify 325 unique proteins with a significant [Formula: see text] for use in subsequent genetic analyses. Pleiotropy analyses link 58 blood proteins to migraine risk at ge","PubTator3","Genetic analyses identify pleiotropy and causality for blood proteins and highlight Wnt/β-catenin signalling in migraine.","Nature communications","2022"
"35698589","HDAC9","9734","Purpose: Although insomnia and migraine are often comorbid, the genetic association between insomnia and migraine remains unclear. This study aimed to identify susceptibility loci associated with insomnia and migraine comorbidity. Patients and Methods: We performed a genome-wide association study (GWAS) involving 1063 clinical outpatients at a tertiary hospital in Taiwan. Migraineurs with and without insomnia were genotyped using the Affymetrix Axiom Genome-Wide TWB 2.0. We performed association","PubTator3","Identification of Novel Genetic Variants Associated with Insomnia and Migraine Comorbidity.","Nature and science of sleep","2022"
"35903646","CYTB","4519","Background: Mitochondrial DNA (mtDNA) mutations have been reported in multiple neurological diseases and helped to explain the pathophysiology of these diseases. Similarly, variations in mtDNA might exist in migraine and can explain the effect of low ATP production in the neurons on the initiation of migraine attack. Therefore, in the current study we aim to explore the association of mtDNA mutations on migraine in the Saudi population. Subjects and Methods: Over 1950 young Saudi female students","PubTator3","A Pilot Mitochondrial Genome-Wide Association on Migraine Among Saudi Arabians.","International journal of general medicine","2022"
"35903646","ND5","4540","Background: Mitochondrial DNA (mtDNA) mutations have been reported in multiple neurological diseases and helped to explain the pathophysiology of these diseases. Similarly, variations in mtDNA might exist in migraine and can explain the effect of low ATP production in the neurons on the initiation of migraine attack. Therefore, in the current study we aim to explore the association of mtDNA mutations on migraine in the Saudi population. Subjects and Methods: Over 1950 young Saudi female students","PubTator3","A Pilot Mitochondrial Genome-Wide Association on Migraine Among Saudi Arabians.","International journal of general medicine","2022"
"35903646","ND4","4538","Background: Mitochondrial DNA (mtDNA) mutations have been reported in multiple neurological diseases and helped to explain the pathophysiology of these diseases. Similarly, variations in mtDNA might exist in migraine and can explain the effect of low ATP production in the neurons on the initiation of migraine attack. Therefore, in the current study we aim to explore the association of mtDNA mutations on migraine in the Saudi population. Subjects and Methods: Over 1950 young Saudi female students","PubTator3","A Pilot Mitochondrial Genome-Wide Association on Migraine Among Saudi Arabians.","International journal of general medicine","2022"
"35903646","COX2","4513","Background: Mitochondrial DNA (mtDNA) mutations have been reported in multiple neurological diseases and helped to explain the pathophysiology of these diseases. Similarly, variations in mtDNA might exist in migraine and can explain the effect of low ATP production in the neurons on the initiation of migraine attack. Therefore, in the current study we aim to explore the association of mtDNA mutations on migraine in the Saudi population. Subjects and Methods: Over 1950 young Saudi female students","PubTator3","A Pilot Mitochondrial Genome-Wide Association on Migraine Among Saudi Arabians.","International journal of general medicine","2022"
"35903646","COX1","4512","Background: Mitochondrial DNA (mtDNA) mutations have been reported in multiple neurological diseases and helped to explain the pathophysiology of these diseases. Similarly, variations in mtDNA might exist in migraine and can explain the effect of low ATP production in the neurons on the initiation of migraine attack. Therefore, in the current study we aim to explore the association of mtDNA mutations on migraine in the Saudi population. Subjects and Methods: Over 1950 young Saudi female students","PubTator3","A Pilot Mitochondrial Genome-Wide Association on Migraine Among Saudi Arabians.","International journal of general medicine","2022"
"35903646","ND3","4537","Background: Mitochondrial DNA (mtDNA) mutations have been reported in multiple neurological diseases and helped to explain the pathophysiology of these diseases. Similarly, variations in mtDNA might exist in migraine and can explain the effect of low ATP production in the neurons on the initiation of migraine attack. Therefore, in the current study we aim to explore the association of mtDNA mutations on migraine in the Saudi population. Subjects and Methods: Over 1950 young Saudi female students","PubTator3","A Pilot Mitochondrial Genome-Wide Association on Migraine Among Saudi Arabians.","International journal of general medicine","2022"
"35903646","COX3","4514","Background: Mitochondrial DNA (mtDNA) mutations have been reported in multiple neurological diseases and helped to explain the pathophysiology of these diseases. Similarly, variations in mtDNA might exist in migraine and can explain the effect of low ATP production in the neurons on the initiation of migraine attack. Therefore, in the current study we aim to explore the association of mtDNA mutations on migraine in the Saudi population. Subjects and Methods: Over 1950 young Saudi female students","PubTator3","A Pilot Mitochondrial Genome-Wide Association on Migraine Among Saudi Arabians.","International journal of general medicine","2022"
"35903646","ND2","4536","Background: Mitochondrial DNA (mtDNA) mutations have been reported in multiple neurological diseases and helped to explain the pathophysiology of these diseases. Similarly, variations in mtDNA might exist in migraine and can explain the effect of low ATP production in the neurons on the initiation of migraine attack. Therefore, in the current study we aim to explore the association of mtDNA mutations on migraine in the Saudi population. Subjects and Methods: Over 1950 young Saudi female students","PubTator3","A Pilot Mitochondrial Genome-Wide Association on Migraine Among Saudi Arabians.","International journal of general medicine","2022"
"35903646","ND1","4535","Background: Mitochondrial DNA (mtDNA) mutations have been reported in multiple neurological diseases and helped to explain the pathophysiology of these diseases. Similarly, variations in mtDNA might exist in migraine and can explain the effect of low ATP production in the neurons on the initiation of migraine attack. Therefore, in the current study we aim to explore the association of mtDNA mutations on migraine in the Saudi population. Subjects and Methods: Over 1950 young Saudi female students","PubTator3","A Pilot Mitochondrial Genome-Wide Association on Migraine Among Saudi Arabians.","International journal of general medicine","2022"
"36068612","Trem1","54210","The associations between plasma soluble Trem1 and neurological diseases: a Mendelian randomization study.","PubTator3","The associations between plasma soluble Trem1 and neurological diseases: a Mendelian randomization study.","Journal of neuroinflammation","2022"
"36068612","Triggering receptor expressed on myeloid cell 1","54210","BACKGROUND: Triggering receptor expressed on myeloid cell 1 (Trem1) is an important regulator of cellular inflammatory responses. Neuroinflammation is a common thread across various neurological diseases. Soluble Trem1 (sTrem1) in plasma is associated with the development of central nervous system disorders. However, the extent of any causative effects of plasma sTrem1 on the risk of these disorders is still unclear. METHOD: Genetic variants for plasma sTrem1 levels were selected as instrumental","PubTator3","The associations between plasma soluble Trem1 and neurological diseases: a Mendelian randomization study.","Journal of neuroinflammation","2022"
"36292730","EHMT2","10919","Migraine and headache frequently co-occur with type 2 diabetes (T2D), suggesting a shared aetiology between the two conditions. We used genome-wide association study (GWAS) data to investigate the genetic overlap and causal relationship between migraine and headache with T2D. Using linkage disequilibrium score regression (LDSC), we found a significant genetic correlation between migraine and T2D (rg = 0.06, p = 1.37 x 10-5) and between headache and T2D (rg = 0.07, p = 3.0 x 10-4). Using pairwise","PubTator3","Genetic Overlap Analysis Identifies a Shared Etiology between Migraine and Headache with Type 2 Diabetes.","Genes","2022"
"36292730","SLC44A4","80736","Migraine and headache frequently co-occur with type 2 diabetes (T2D), suggesting a shared aetiology between the two conditions. We used genome-wide association study (GWAS) data to investigate the genetic overlap and causal relationship between migraine and headache with T2D. Using linkage disequilibrium score regression (LDSC), we found a significant genetic correlation between migraine and T2D (rg = 0.06, p = 1.37 x 10-5) and between headache and T2D (rg = 0.07, p = 3.0 x 10-4). Using pairwise","PubTator3","Genetic Overlap Analysis Identifies a Shared Etiology between Migraine and Headache with Type 2 Diabetes.","Genes","2022"
"36292730","PLEKHA1","59338","Migraine and headache frequently co-occur with type 2 diabetes (T2D), suggesting a shared aetiology between the two conditions. We used genome-wide association study (GWAS) data to investigate the genetic overlap and causal relationship between migraine and headache with T2D. Using linkage disequilibrium score regression (LDSC), we found a significant genetic correlation between migraine and T2D (rg = 0.06, p = 1.37 x 10-5) and between headache and T2D (rg = 0.07, p = 3.0 x 10-4). Using pairwise","PubTator3","Genetic Overlap Analysis Identifies a Shared Etiology between Migraine and Headache with Type 2 Diabetes.","Genes","2022"
"36292730","CFDP1","10428","Migraine and headache frequently co-occur with type 2 diabetes (T2D), suggesting a shared aetiology between the two conditions. We used genome-wide association study (GWAS) data to investigate the genetic overlap and causal relationship between migraine and headache with T2D. Using linkage disequilibrium score regression (LDSC), we found a significant genetic correlation between migraine and T2D (rg = 0.06, p = 1.37 x 10-5) and between headache and T2D (rg = 0.07, p = 3.0 x 10-4). Using pairwise","PubTator3","Genetic Overlap Analysis Identifies a Shared Etiology between Migraine and Headache with Type 2 Diabetes.","Genes","2022"
"36292730","TMEM170A","124491","Migraine and headache frequently co-occur with type 2 diabetes (T2D), suggesting a shared aetiology between the two conditions. We used genome-wide association study (GWAS) data to investigate the genetic overlap and causal relationship between migraine and headache with T2D. Using linkage disequilibrium score regression (LDSC), we found a significant genetic correlation between migraine and T2D (rg = 0.06, p = 1.37 x 10-5) and between headache and T2D (rg = 0.07, p = 3.0 x 10-4). Using pairwise","PubTator3","Genetic Overlap Analysis Identifies a Shared Etiology between Migraine and Headache with Type 2 Diabetes.","Genes","2022"
"36292730","CHST6","4166","Migraine and headache frequently co-occur with type 2 diabetes (T2D), suggesting a shared aetiology between the two conditions. We used genome-wide association study (GWAS) data to investigate the genetic overlap and causal relationship between migraine and headache with T2D. Using linkage disequilibrium score regression (LDSC), we found a significant genetic correlation between migraine and T2D (rg = 0.06, p = 1.37 x 10-5) and between headache and T2D (rg = 0.07, p = 3.0 x 10-4). Using pairwise","PubTator3","Genetic Overlap Analysis Identifies a Shared Etiology between Migraine and Headache with Type 2 Diabetes.","Genes","2022"
"36292730","BCAR1","9564","Migraine and headache frequently co-occur with type 2 diabetes (T2D), suggesting a shared aetiology between the two conditions. We used genome-wide association study (GWAS) data to investigate the genetic overlap and causal relationship between migraine and headache with T2D. Using linkage disequilibrium score regression (LDSC), we found a significant genetic correlation between migraine and T2D (rg = 0.06, p = 1.37 x 10-5) and between headache and T2D (rg = 0.07, p = 3.0 x 10-4). Using pairwise","PubTator3","Genetic Overlap Analysis Identifies a Shared Etiology between Migraine and Headache with Type 2 Diabetes.","Genes","2022"
"36376028","ATG7","10533","OBJECTIVES: Osteoarthritis is a common and severe, multifactorial disease with a well-established genetic component. However, little is known about how genetics affect disease progression, and thereby the need for joint placement. Therefore, we aimed to investigate whether the genetic associations of knee and hip osteoarthritis differ between patients treated with joint replacement and patients without joint replacement. METHODS: We included knee and hip osteoarthritis cases along with healthy c","PubTator3","Genome-wide association meta-analysis of knee and hip osteoarthritis uncovers genetic differences between patients treated with joint replacement and patients without joint replacement.","Annals of the rheumatic diseases","2023"
"36376028","PIEZO1","9780","OBJECTIVES: Osteoarthritis is a common and severe, multifactorial disease with a well-established genetic component. However, little is known about how genetics affect disease progression, and thereby the need for joint placement. Therefore, we aimed to investigate whether the genetic associations of knee and hip osteoarthritis differ between patients treated with joint replacement and patients without joint replacement. METHODS: We included knee and hip osteoarthritis cases along with healthy c","PubTator3","Genome-wide association meta-analysis of knee and hip osteoarthritis uncovers genetic differences between patients treated with joint replacement and patients without joint replacement.","Annals of the rheumatic diseases","2023"
"36376028","SLC39A8","64116","OBJECTIVES: Osteoarthritis is a common and severe, multifactorial disease with a well-established genetic component. However, little is known about how genetics affect disease progression, and thereby the need for joint placement. Therefore, we aimed to investigate whether the genetic associations of knee and hip osteoarthritis differ between patients treated with joint replacement and patients without joint replacement. METHODS: We included knee and hip osteoarthritis cases along with healthy c","PubTator3","Genome-wide association meta-analysis of knee and hip osteoarthritis uncovers genetic differences between patients treated with joint replacement and patients without joint replacement.","Annals of the rheumatic diseases","2023"
"36631270","major histocompatibility complex","3107","BACKGROUND AND OBJECTIVES: Migraine is common among people with multiple sclerosis (MS), but the reasons for this are unknown. We tested 3 hypothesized mechanisms for this observed comorbidity, including migraine is a risk factor of MS, genetic variants are shared between the conditions, and migraine is because of MS. METHODS: Data were from 2 sources: publicly available summary statistics from genome-wide association studies of MS (N = 115,748) and migraine (N = 375,752 and N = 361,141) and a c","PubTator3","Cross-Trait Mendelian Randomization Study to Investigate Whether Migraine Is a Risk Factor for Multiple Sclerosis.","Neurology","2023"
"36631270","MHC","3107","BACKGROUND AND OBJECTIVES: Migraine is common among people with multiple sclerosis (MS), but the reasons for this are unknown. We tested 3 hypothesized mechanisms for this observed comorbidity, including migraine is a risk factor of MS, genetic variants are shared between the conditions, and migraine is because of MS. METHODS: Data were from 2 sources: publicly available summary statistics from genome-wide association studies of MS (N = 115,748) and migraine (N = 375,752 and N = 361,141) and a c","PubTator3","Cross-Trait Mendelian Randomization Study to Investigate Whether Migraine Is a Risk Factor for Multiple Sclerosis.","Neurology","2023"
"36739509","RERE","473","BACKGROUND: Epidemiological studies have reported a comorbid relationship between migraine and thyroid dysfunction. METHODS: We investigated the genetic relationship between migraine and thyroid function traits using genome-wide association study (GWAS) data. RESULTS: We found a significant genetic correlation (rg) with migraine for hypothyroidism (rg = 0.0608), secondary hypothyroidism (rg = 0.195), free thyroxine (fT4) (rg = 0.0772), and hyperthyroidism (rg = -0.1046), but not thyroid stimulat","PubTator3","Shared genetics and causal relationships between migraine and thyroid function traits.","Cephalalgia : an international journal of headache","2023"
"36739509","TGFB2","7042","BACKGROUND: Epidemiological studies have reported a comorbid relationship between migraine and thyroid dysfunction. METHODS: We investigated the genetic relationship between migraine and thyroid function traits using genome-wide association study (GWAS) data. RESULTS: We found a significant genetic correlation (rg) with migraine for hypothyroidism (rg = 0.0608), secondary hypothyroidism (rg = 0.195), free thyroxine (fT4) (rg = 0.0772), and hyperthyroidism (rg = -0.1046), but not thyroid stimulat","PubTator3","Shared genetics and causal relationships between migraine and thyroid function traits.","Cephalalgia : an international journal of headache","2023"
"36739509","APLF","200558","BACKGROUND: Epidemiological studies have reported a comorbid relationship between migraine and thyroid dysfunction. METHODS: We investigated the genetic relationship between migraine and thyroid function traits using genome-wide association study (GWAS) data. RESULTS: We found a significant genetic correlation (rg) with migraine for hypothyroidism (rg = 0.0608), secondary hypothyroidism (rg = 0.195), free thyroxine (fT4) (rg = 0.0772), and hyperthyroidism (rg = -0.1046), but not thyroid stimulat","PubTator3","Shared genetics and causal relationships between migraine and thyroid function traits.","Cephalalgia : an international journal of headache","2023"
"36739509","SLC9B1","150159","BACKGROUND: Epidemiological studies have reported a comorbid relationship between migraine and thyroid dysfunction. METHODS: We investigated the genetic relationship between migraine and thyroid function traits using genome-wide association study (GWAS) data. RESULTS: We found a significant genetic correlation (rg) with migraine for hypothyroidism (rg = 0.0608), secondary hypothyroidism (rg = 0.195), free thyroxine (fT4) (rg = 0.0772), and hyperthyroidism (rg = -0.1046), but not thyroid stimulat","PubTator3","Shared genetics and causal relationships between migraine and thyroid function traits.","Cephalalgia : an international journal of headache","2023"
"36739509","SGTB","54557","BACKGROUND: Epidemiological studies have reported a comorbid relationship between migraine and thyroid dysfunction. METHODS: We investigated the genetic relationship between migraine and thyroid function traits using genome-wide association study (GWAS) data. RESULTS: We found a significant genetic correlation (rg) with migraine for hypothyroidism (rg = 0.0608), secondary hypothyroidism (rg = 0.195), free thyroxine (fT4) (rg = 0.0772), and hyperthyroidism (rg = -0.1046), but not thyroid stimulat","PubTator3","Shared genetics and causal relationships between migraine and thyroid function traits.","Cephalalgia : an international journal of headache","2023"
"36739509","BTBD16","118663","BACKGROUND: Epidemiological studies have reported a comorbid relationship between migraine and thyroid dysfunction. METHODS: We investigated the genetic relationship between migraine and thyroid function traits using genome-wide association study (GWAS) data. RESULTS: We found a significant genetic correlation (rg) with migraine for hypothyroidism (rg = 0.0608), secondary hypothyroidism (rg = 0.195), free thyroxine (fT4) (rg = 0.0772), and hyperthyroidism (rg = -0.1046), but not thyroid stimulat","PubTator3","Shared genetics and causal relationships between migraine and thyroid function traits.","Cephalalgia : an international journal of headache","2023"
"36739509","GADD45A","1647","BACKGROUND: Epidemiological studies have reported a comorbid relationship between migraine and thyroid dysfunction. METHODS: We investigated the genetic relationship between migraine and thyroid function traits using genome-wide association study (GWAS) data. RESULTS: We found a significant genetic correlation (rg) with migraine for hypothyroidism (rg = 0.0608), secondary hypothyroidism (rg = 0.195), free thyroxine (fT4) (rg = 0.0772), and hyperthyroidism (rg = -0.1046), but not thyroid stimulat","PubTator3","Shared genetics and causal relationships between migraine and thyroid function traits.","Cephalalgia : an international journal of headache","2023"
"36739509","PFDN1","5201","BACKGROUND: Epidemiological studies have reported a comorbid relationship between migraine and thyroid dysfunction. METHODS: We investigated the genetic relationship between migraine and thyroid function traits using genome-wide association study (GWAS) data. RESULTS: We found a significant genetic correlation (rg) with migraine for hypothyroidism (rg = 0.0608), secondary hypothyroidism (rg = 0.195), free thyroxine (fT4) (rg = 0.0772), and hyperthyroidism (rg = -0.1046), but not thyroid stimulat","PubTator3","Shared genetics and causal relationships between migraine and thyroid function traits.","Cephalalgia : an international journal of headache","2023"
"36739509","RSPH6A","81492","BACKGROUND: Epidemiological studies have reported a comorbid relationship between migraine and thyroid dysfunction. METHODS: We investigated the genetic relationship between migraine and thyroid function traits using genome-wide association study (GWAS) data. RESULTS: We found a significant genetic correlation (rg) with migraine for hypothyroidism (rg = 0.0608), secondary hypothyroidism (rg = 0.195), free thyroxine (fT4) (rg = 0.0772), and hyperthyroidism (rg = -0.1046), but not thyroid stimulat","PubTator3","Shared genetics and causal relationships between migraine and thyroid function traits.","Cephalalgia : an international journal of headache","2023"
"36739509","SSBP3","23648","BACKGROUND: Epidemiological studies have reported a comorbid relationship between migraine and thyroid dysfunction. METHODS: We investigated the genetic relationship between migraine and thyroid function traits using genome-wide association study (GWAS) data. RESULTS: We found a significant genetic correlation (rg) with migraine for hypothyroidism (rg = 0.0608), secondary hypothyroidism (rg = 0.195), free thyroxine (fT4) (rg = 0.0772), and hyperthyroidism (rg = -0.1046), but not thyroid stimulat","PubTator3","Shared genetics and causal relationships between migraine and thyroid function traits.","Cephalalgia : an international journal of headache","2023"
"36739509","BRD3","8019","BACKGROUND: Epidemiological studies have reported a comorbid relationship between migraine and thyroid dysfunction. METHODS: We investigated the genetic relationship between migraine and thyroid function traits using genome-wide association study (GWAS) data. RESULTS: We found a significant genetic correlation (rg) with migraine for hypothyroidism (rg = 0.0608), secondary hypothyroidism (rg = 0.195), free thyroxine (fT4) (rg = 0.0772), and hyperthyroidism (rg = -0.1046), but not thyroid stimulat","PubTator3","Shared genetics and causal relationships between migraine and thyroid function traits.","Cephalalgia : an international journal of headache","2023"
"36739509","TEF","7008","BACKGROUND: Epidemiological studies have reported a comorbid relationship between migraine and thyroid dysfunction. METHODS: We investigated the genetic relationship between migraine and thyroid function traits using genome-wide association study (GWAS) data. RESULTS: We found a significant genetic correlation (rg) with migraine for hypothyroidism (rg = 0.0608), secondary hypothyroidism (rg = 0.195), free thyroxine (fT4) (rg = 0.0772), and hyperthyroidism (rg = -0.1046), but not thyroid stimulat","PubTator3","Shared genetics and causal relationships between migraine and thyroid function traits.","Cephalalgia : an international journal of headache","2023"
"36773010","CYP3A4","1576","Cluster headache polygenetic risk and known functional variants of CYP3A4 are not associated with treatment response.","PubTator3","Cluster headache polygenetic risk and known functional variants of CYP3A4 are not associated with treatment response.","European journal of neurology","2023"
"36786913","CACNA1H","8912","Whole Exome Sequencing of Hemiplegic Migraine Patients Shows an Increased Burden of Missense Variants in CACNA1H and CACNA1I Genes.","PubTator3","Whole Exome Sequencing of Hemiplegic Migraine Patients Shows an Increased Burden of Missense Variants in CACNA1H and CACNA1I Genes.","Molecular neurobiology","2023"
"36786913","CACNA1I","8911","Whole Exome Sequencing of Hemiplegic Migraine Patients Shows an Increased Burden of Missense Variants in CACNA1H and CACNA1I Genes.","PubTator3","Whole Exome Sequencing of Hemiplegic Migraine Patients Shows an Increased Burden of Missense Variants in CACNA1H and CACNA1I Genes.","Molecular neurobiology","2023"
"36786913","CACNA1A","773","Hemiplegic migraine (HM) is a rare subtype of migraine with aura. Given that causal missense mutations in the voltage-gated calcium channel alpha1A subunit gene CACNA1A have been identified in a subset of HM patients, we investigated whether HM patients without a mutation have an increased burden of such variants in the ""CACNA1x gene family"". Whole exome sequencing data of an Australian cohort of unrelated HM patients (n = 184), along with public data from gnomAD, as controls, was used to assess","PubTator3","Whole Exome Sequencing of Hemiplegic Migraine Patients Shows an Increased Burden of Missense Variants in CACNA1H and CACNA1I Genes.","Molecular neurobiology","2023"
"36786913","CACNA1E","777","Hemiplegic migraine (HM) is a rare subtype of migraine with aura. Given that causal missense mutations in the voltage-gated calcium channel alpha1A subunit gene CACNA1A have been identified in a subset of HM patients, we investigated whether HM patients without a mutation have an increased burden of such variants in the ""CACNA1x gene family"". Whole exome sequencing data of an Australian cohort of unrelated HM patients (n = 184), along with public data from gnomAD, as controls, was used to assess","PubTator3","Whole Exome Sequencing of Hemiplegic Migraine Patients Shows an Increased Burden of Missense Variants in CACNA1H and CACNA1I Genes.","Molecular neurobiology","2023"
"36807966","MTHFR","4524","BACKGROUND AND PURPOSE: Migraine and thyroid dysfunction, particularly hypothyroidism, are common medical conditions and are known to have high heritability. Thyroid function measures, thyroid stimulating hormone (TSH) and free thyroxine (fT4), are also known to be genetically influenced. Although observational epidemiological studies report an increased co-occurrence of migraine and thyroid dysfunction, a clear and combined interpretation of the findings is currently lacking. A narrative review","PubTator3","Migraine and thyroid dysfunction: Co-occurrence, shared genes and biological mechanisms.","European journal of neurology","2023"
"36807966","APOE","348","BACKGROUND AND PURPOSE: Migraine and thyroid dysfunction, particularly hypothyroidism, are common medical conditions and are known to have high heritability. Thyroid function measures, thyroid stimulating hormone (TSH) and free thyroxine (fT4), are also known to be genetically influenced. Although observational epidemiological studies report an increased co-occurrence of migraine and thyroid dysfunction, a clear and combined interpretation of the findings is currently lacking. A narrative review","PubTator3","Migraine and thyroid dysfunction: Co-occurrence, shared genes and biological mechanisms.","European journal of neurology","2023"
"36807966","THADA","63892","BACKGROUND AND PURPOSE: Migraine and thyroid dysfunction, particularly hypothyroidism, are common medical conditions and are known to have high heritability. Thyroid function measures, thyroid stimulating hormone (TSH) and free thyroxine (fT4), are also known to be genetically influenced. Although observational epidemiological studies report an increased co-occurrence of migraine and thyroid dysfunction, a clear and combined interpretation of the findings is currently lacking. A narrative review","PubTator3","Migraine and thyroid dysfunction: Co-occurrence, shared genes and biological mechanisms.","European journal of neurology","2023"
"36807966","ITPK1","3705","BACKGROUND AND PURPOSE: Migraine and thyroid dysfunction, particularly hypothyroidism, are common medical conditions and are known to have high heritability. Thyroid function measures, thyroid stimulating hormone (TSH) and free thyroxine (fT4), are also known to be genetically influenced. Although observational epidemiological studies report an increased co-occurrence of migraine and thyroid dysfunction, a clear and combined interpretation of the findings is currently lacking. A narrative review","PubTator3","Migraine and thyroid dysfunction: Co-occurrence, shared genes and biological mechanisms.","European journal of neurology","2023"
"36808568","proinsulin","3630","Cross-trait analyses identify shared genetics between migraine, headache, and glycemic traits, and a causal relationship with fasting proinsulin.","PubTator3","Cross-trait analyses identify shared genetics between migraine, headache, and glycemic traits, and a causal relationship with fasting proinsulin.","Human genetics","2023"
"36808568","insulin","3630","The co-occurrence of migraine and glycemic traits has long been reported in observational epidemiological studies, but it has remained unknown how they are linked genetically. We used large-scale GWAS summary statistics on migraine, headache, and nine glycemic traits in European populations to perform cross-trait analyses to estimate genetic correlation, identify shared genomic regions, loci, genes, and pathways, and test for causal relationships. Out of the nine glycemic traits, significant gen","PubTator3","Cross-trait analyses identify shared genetics between migraine, headache, and glycemic traits, and a causal relationship with fasting proinsulin.","Human genetics","2023"
"36814110","NFIA","4774","Clinical and public health research has revealed the co-occurrence of several neuropsychiatric diseases among patients with celiac disease (CD). The significant presence of CD-specific autoantibodies in patients with neuropsychiatric diseases and vice versa are often reported. To explain the genetic basis of such frequent disease co-occurrence and investigate the underlying common pathways/processes, we performed an extensive cross-disease association study followed by supporting in silico funct","PubTator3","Celiac disease-associated loci show considerable genetic overlap with neuropsychiatric diseases but with limited transethnic applicability.","Journal of genetics","2023"
"36814110","NOTCH4","4855","Clinical and public health research has revealed the co-occurrence of several neuropsychiatric diseases among patients with celiac disease (CD). The significant presence of CD-specific autoantibodies in patients with neuropsychiatric diseases and vice versa are often reported. To explain the genetic basis of such frequent disease co-occurrence and investigate the underlying common pathways/processes, we performed an extensive cross-disease association study followed by supporting in silico funct","PubTator3","Celiac disease-associated loci show considerable genetic overlap with neuropsychiatric diseases but with limited transethnic applicability.","Journal of genetics","2023"
"36814110","PBX2","5089","Clinical and public health research has revealed the co-occurrence of several neuropsychiatric diseases among patients with celiac disease (CD). The significant presence of CD-specific autoantibodies in patients with neuropsychiatric diseases and vice versa are often reported. To explain the genetic basis of such frequent disease co-occurrence and investigate the underlying common pathways/processes, we performed an extensive cross-disease association study followed by supporting in silico funct","PubTator3","Celiac disease-associated loci show considerable genetic overlap with neuropsychiatric diseases but with limited transethnic applicability.","Journal of genetics","2023"
