Gene,Frequency,Databases,Coverage_Percentage
OR10C1,1,gwasrapidd,11.11111111111111
OR10V7P,1,gwasrapidd,11.11111111111111
FES,1,gwasrapidd,11.11111111111111
FGD6,1,gwasrapidd,11.11111111111111
FGF11,1,gwasrapidd,11.11111111111111
NT5C1A,1,gwasrapidd,11.11111111111111
NT5C2,1,gwasrapidd,11.11111111111111
NT5DC2,1,gwasrapidd,11.11111111111111
NUDT3,1,gwasrapidd,11.11111111111111
NUFIP2,1,gwasrapidd,11.11111111111111
FAU,1,gwasrapidd,11.11111111111111
FBXL8,1,gwasrapidd,11.11111111111111
FBXL9P,1,gwasrapidd,11.11111111111111
FBXO5,1,gwasrapidd,11.11111111111111
FBXO7,1,gwasrapidd,11.11111111111111
FBXW11,1,gwasrapidd,11.11111111111111
FBXW12,1,gwasrapidd,11.11111111111111
FCF1P5,1,gwasrapidd,11.11111111111111
FAM230I,1,gwasrapidd,11.11111111111111
FAM24A,1,gwasrapidd,11.11111111111111
FAM24B,1,gwasrapidd,11.11111111111111
FAM24B-CUZD1,1,gwasrapidd,11.11111111111111
FAM47A,1,gwasrapidd,11.11111111111111
FAM89B,1,gwasrapidd,11.11111111111111
FARP1,1,gwasrapidd,11.11111111111111
FAT1P1,1,gwasrapidd,11.11111111111111
OR7E41P,1,gwasrapidd,11.11111111111111
OSBPL5,1,gwasrapidd,11.11111111111111
OSBPL9P1,1,gwasrapidd,11.11111111111111
OTUD6B,1,gwasrapidd,11.11111111111111
OTUD6B-AS1,1,gwasrapidd,11.11111111111111
OVCA2,1,gwasrapidd,11.11111111111111
OXCT2P1,1,gwasrapidd,11.11111111111111
PA2G4,1,gwasrapidd,11.11111111111111
OR4S1,1,gwasrapidd,11.11111111111111
OR4X1,1,gwasrapidd,11.11111111111111
OR4X2,1,gwasrapidd,11.11111111111111
OR5M14P,1,gwasrapidd,11.11111111111111
OR5V1,1,gwasrapidd,11.11111111111111
OR6L2P,1,gwasrapidd,11.11111111111111
OR7E110P,1,gwasrapidd,11.11111111111111
OR7E26P,1,gwasrapidd,11.11111111111111
OR2H5P,1,gwasrapidd,11.11111111111111
OR2I1,1,gwasrapidd,11.11111111111111
OR2I1P,1,gwasrapidd,11.11111111111111
OR4B1,1,gwasrapidd,11.11111111111111
OR4B2P,1,gwasrapidd,11.11111111111111
OR4C3,1,gwasrapidd,11.11111111111111
OR4C4P,1,gwasrapidd,11.11111111111111
OR4C5,1,gwasrapidd,11.11111111111111
OR11A1,1,gwasrapidd,11.11111111111111
OR12D1,1,gwasrapidd,11.11111111111111
OR12D2,1,gwasrapidd,11.11111111111111
OR12D3,1,gwasrapidd,11.11111111111111
OR14J1,1,gwasrapidd,11.11111111111111
OR2B4P,1,gwasrapidd,11.11111111111111
OR2H1,1,gwasrapidd,11.11111111111111
OR2H2,1,gwasrapidd,11.11111111111111
PEAK1,1,gwasrapidd,11.11111111111111
PFN1P11,1,gwasrapidd,11.11111111111111
PGBD4P8,1,gwasrapidd,11.11111111111111
PHAF1,1,gwasrapidd,11.11111111111111
PHB1P13,1,gwasrapidd,11.11111111111111
PHB1P15,1,gwasrapidd,11.11111111111111
PHB1P18,1,gwasrapidd,11.11111111111111
PHF20,1,gwasrapidd,11.11111111111111
PDE6A,1,gwasrapidd,11.11111111111111
PDGFDDN,1,gwasrapidd,11.11111111111111
PDIA2,1,gwasrapidd,11.11111111111111
PDK1,1,gwasrapidd,11.11111111111111
PDK1P1,1,gwasrapidd,11.11111111111111
PDLIM1,1,gwasrapidd,11.11111111111111
PDRG1,1,gwasrapidd,11.11111111111111
PDZRN4-AS1,1,gwasrapidd,11.11111111111111
PAXBP1P1,1,gwasrapidd,11.11111111111111
PCAT14,1,gwasrapidd,11.11111111111111
PCAT19,1,gwasrapidd,11.11111111111111
PCF11,1,gwasrapidd,11.11111111111111
PCGF6,1,gwasrapidd,11.11111111111111
PCNX3,1,gwasrapidd,11.11111111111111
PDCD5P2,1,gwasrapidd,11.11111111111111
PDE3B,1,gwasrapidd,11.11111111111111
PABPC1P7,1,gwasrapidd,11.11111111111111
PABPC4-AS1,1,gwasrapidd,11.11111111111111
PACERR,1,gwasrapidd,11.11111111111111
PAM16,1,gwasrapidd,11.11111111111111
PAOX,1,gwasrapidd,11.11111111111111
PAPPA-AS1,1,gwasrapidd,11.11111111111111
PAPPA-AS2,1,gwasrapidd,11.11111111111111
PARP12,1,gwasrapidd,11.11111111111111
PIGFP2,1,gwasrapidd,11.11111111111111
PIP4P2,1,gwasrapidd,11.11111111111111
PIP5K1B,1,gwasrapidd,11.11111111111111
PLA2G4A,1,gwasrapidd,11.11111111111111
PLCE1-AS1,1,gwasrapidd,11.11111111111111
PLSCR3,1,gwasrapidd,11.11111111111111
PMEL,1,gwasrapidd,11.11111111111111
POC1B-AS1,1,gwasrapidd,11.11111111111111
EVX2,1,gwasrapidd,11.11111111111111
EXOC2,1,gwasrapidd,11.11111111111111
EXOC3L1,1,gwasrapidd,11.11111111111111
EXOSC5,1,gwasrapidd,11.11111111111111
EYA2,1,gwasrapidd,11.11111111111111
EYS,1,gwasrapidd,11.11111111111111
EZH2P1,1,gwasrapidd,11.11111111111111
FAAP20,1,gwasrapidd,11.11111111111111
EP300-AS1,1,gwasrapidd,11.11111111111111
EPB41L2,1,gwasrapidd,11.11111111111111
ERBB4,1,gwasrapidd,11.11111111111111
ERCC6L2-AS1,1,gwasrapidd,11.11111111111111
ERICH4,1,gwasrapidd,11.11111111111111
ERVFRD-3,1,gwasrapidd,11.11111111111111
ESD,1,gwasrapidd,11.11111111111111
ESYT1,1,gwasrapidd,11.11111111111111
PHLPP1,1,gwasrapidd,11.11111111111111
EIF4EP2,1,gwasrapidd,11.11111111111111
ELMO3,1,gwasrapidd,11.11111111111111
EN2,1,gwasrapidd,11.11111111111111
EN2-DT,1,gwasrapidd,11.11111111111111
ENGASE,1,gwasrapidd,11.11111111111111
ENO1P3,1,gwasrapidd,11.11111111111111
ENSA,1,gwasrapidd,11.11111111111111
PROX2,1,gwasrapidd,11.11111111111111
PRPF18,1,gwasrapidd,11.11111111111111
PRPF3,1,gwasrapidd,11.11111111111111
PRRT1,1,gwasrapidd,11.11111111111111
PRSS29P,1,gwasrapidd,11.11111111111111
PSMA2P3,1,gwasrapidd,11.11111111111111
PSMA3-AS1,1,gwasrapidd,11.11111111111111
PSMC1P3,1,gwasrapidd,11.11111111111111
PRC1-AS1,1,gwasrapidd,11.11111111111111
PRDM16-DT,1,gwasrapidd,11.11111111111111
PRDM5,1,gwasrapidd,11.11111111111111
PRELID1,1,gwasrapidd,11.11111111111111
PRKAB1-AS1,1,gwasrapidd,11.11111111111111
PRKCZ-AS1,1,gwasrapidd,11.11111111111111
PRKG1-AS1,1,gwasrapidd,11.11111111111111
PRMT1P1,1,gwasrapidd,11.11111111111111
PPIAP82,1,gwasrapidd,11.11111111111111
PPIC-AS1,1,gwasrapidd,11.11111111111111
PPIEL,1,gwasrapidd,11.11111111111111
PPP1R18,1,gwasrapidd,11.11111111111111
PPP4R4,1,gwasrapidd,11.11111111111111
PPT2,1,gwasrapidd,11.11111111111111
PPT2-EGFL8,1,gwasrapidd,11.11111111111111
PRAP1,1,gwasrapidd,11.11111111111111
POLD2P1,1,gwasrapidd,11.11111111111111
POLK,1,gwasrapidd,11.11111111111111
POLR2A,1,gwasrapidd,11.11111111111111
POLR2B,1,gwasrapidd,11.11111111111111
POLR3GP2,1,gwasrapidd,11.11111111111111
POU5F1P2,1,gwasrapidd,11.11111111111111
PPIAP39,1,gwasrapidd,11.11111111111111
PPIAP45,1,gwasrapidd,11.11111111111111
RASSF5,1,gwasrapidd,11.11111111111111
RBBP8-AS1,1,gwasrapidd,11.11111111111111
RBM14,1,gwasrapidd,11.11111111111111
DPP6,1,gwasrapidd,11.11111111111111
DPP6-AS1,1,gwasrapidd,11.11111111111111
DRICH1,1,gwasrapidd,11.11111111111111
DSTN,1,gwasrapidd,11.11111111111111
DXO,1,gwasrapidd,11.11111111111111
RAET1E-LRP11,1,gwasrapidd,11.11111111111111
RAET1F,1,gwasrapidd,11.11111111111111
RANBP1,1,gwasrapidd,11.11111111111111
RANBP17,1,gwasrapidd,11.11111111111111
RAP1BL,1,gwasrapidd,11.11111111111111
RAPGEF4,1,gwasrapidd,11.11111111111111
RAPGEF4-AS1,1,gwasrapidd,11.11111111111111
RASGEF1C,1,gwasrapidd,11.11111111111111
RAB24,1,gwasrapidd,11.11111111111111
RAB30-DT,1,gwasrapidd,11.11111111111111
RAB5B,1,gwasrapidd,11.11111111111111
RAC1P2,1,gwasrapidd,11.11111111111111
RAD23BP1,1,gwasrapidd,11.11111111111111
RAD52P1,1,gwasrapidd,11.11111111111111
RAET1E,1,gwasrapidd,11.11111111111111
RAET1E-AS1,1,gwasrapidd,11.11111111111111
PSTK,1,gwasrapidd,11.11111111111111
PSTPIP2,1,gwasrapidd,11.11111111111111
PTER,1,gwasrapidd,11.11111111111111
PTGES3P4,1,gwasrapidd,11.11111111111111
PTPN13,1,gwasrapidd,11.11111111111111
PTPRD-AS1,1,gwasrapidd,11.11111111111111
PUS1,1,gwasrapidd,11.11111111111111
PUS1-AS1,1,gwasrapidd,11.11111111111111
RBM33-DT,1,gwasrapidd,11.11111111111111
RBM39,1,gwasrapidd,11.11111111111111
RBM4B,1,gwasrapidd,11.11111111111111
RBMX2P4,1,gwasrapidd,11.11111111111111
RCCD1-AS1,1,gwasrapidd,11.11111111111111
RCN2,1,gwasrapidd,11.11111111111111
RDM1P1,1,gwasrapidd,11.11111111111111
RELA-DT,1,gwasrapidd,11.11111111111111
EHMT2-AS1,1,gwasrapidd,11.11111111111111
EIF1P1,1,gwasrapidd,11.11111111111111
EIF2AK3-AS1,1,gwasrapidd,11.11111111111111
EIF2D,1,gwasrapidd,11.11111111111111
EIF3K,1,gwasrapidd,11.11111111111111
EIF4A1,1,gwasrapidd,11.11111111111111
RBM14-RBM4,1,gwasrapidd,11.11111111111111
RBM27,1,gwasrapidd,11.11111111111111
EDEM2,1,gwasrapidd,11.11111111111111
EEF1A1P18,1,gwasrapidd,11.11111111111111
EEF1DP6,1,gwasrapidd,11.11111111111111
EEF1DP7,1,gwasrapidd,11.11111111111111
EFCAB9,1,gwasrapidd,11.11111111111111
EFHD2-AS1,1,gwasrapidd,11.11111111111111
EFTUD2,1,gwasrapidd,11.11111111111111
EGFL8,1,gwasrapidd,11.11111111111111
DYNC2H1,1,gwasrapidd,11.11111111111111
DYNLL1P5,1,gwasrapidd,11.11111111111111
DYRK3,1,gwasrapidd,11.11111111111111
DYRK3-AS1,1,gwasrapidd,11.11111111111111
E2F4P1,1,gwasrapidd,11.11111111111111
EBF1,1,gwasrapidd,11.11111111111111
EBF2,1,gwasrapidd,11.11111111111111
ECHS1,1,gwasrapidd,11.11111111111111
RN7SKP8,1,gwasrapidd,11.11111111111111
RN7SL12P,1,gwasrapidd,11.11111111111111
RN7SL134P,1,gwasrapidd,11.11111111111111
RN7SL210P,1,gwasrapidd,11.11111111111111
RN7SL22P,1,gwasrapidd,11.11111111111111
RN7SL255P,1,gwasrapidd,11.11111111111111
RN7SL278P,1,gwasrapidd,11.11111111111111
RN7SL321P,1,gwasrapidd,11.11111111111111
RN7SKP135,1,gwasrapidd,11.11111111111111
RN7SKP137,1,gwasrapidd,11.11111111111111
RN7SKP163,1,gwasrapidd,11.11111111111111
RN7SKP186,1,gwasrapidd,11.11111111111111
RN7SKP240,1,gwasrapidd,11.11111111111111
RN7SKP246,1,gwasrapidd,11.11111111111111
RN7SKP288,1,gwasrapidd,11.11111111111111
RN7SKP69,1,gwasrapidd,11.11111111111111
RGS11,1,gwasrapidd,11.11111111111111
RGS14,1,gwasrapidd,11.11111111111111
RGS17,1,gwasrapidd,11.11111111111111
RHBG,1,gwasrapidd,11.11111111111111
RIMKLB,1,gwasrapidd,11.11111111111111
RLIG1P3,1,gwasrapidd,11.11111111111111
RMRP,1,gwasrapidd,11.11111111111111
RMST,1,gwasrapidd,11.11111111111111
RERE-AS1,1,gwasrapidd,11.11111111111111
REV3L-IT1,1,gwasrapidd,11.11111111111111
RFC5,1,gwasrapidd,11.11111111111111
RFLNA,1,gwasrapidd,11.11111111111111
RFPL3,1,gwasrapidd,11.11111111111111
RFPL3S,1,gwasrapidd,11.11111111111111
RFXANK,1,gwasrapidd,11.11111111111111
RGL4P1,1,gwasrapidd,11.11111111111111
RNA5SP292,1,gwasrapidd,11.11111111111111
RNA5SP299,1,gwasrapidd,11.11111111111111
RNA5SP301,1,gwasrapidd,11.11111111111111
RNA5SP327,1,gwasrapidd,11.11111111111111
RNA5SP360,1,gwasrapidd,11.11111111111111
RNA5SP365,1,gwasrapidd,11.11111111111111
RNA5SP378,1,gwasrapidd,11.11111111111111
RNA5SP44,1,gwasrapidd,11.11111111111111
RN7SL783P,1,gwasrapidd,11.11111111111111
RN7SL797P,1,gwasrapidd,11.11111111111111
RN7SL801P,1,gwasrapidd,11.11111111111111
RN7SL854P,1,gwasrapidd,11.11111111111111
RNA5SP119,1,gwasrapidd,11.11111111111111
RNA5SP182,1,gwasrapidd,11.11111111111111
RNA5SP200,1,gwasrapidd,11.11111111111111
RNA5SP265,1,gwasrapidd,11.11111111111111
RN7SL531P,1,gwasrapidd,11.11111111111111
RN7SL600P,1,gwasrapidd,11.11111111111111
RN7SL614P,1,gwasrapidd,11.11111111111111
RN7SL615P,1,gwasrapidd,11.11111111111111
RN7SL623P,1,gwasrapidd,11.11111111111111
RN7SL653P,1,gwasrapidd,11.11111111111111
RN7SL689P,1,gwasrapidd,11.11111111111111
RN7SL726P,1,gwasrapidd,11.11111111111111
RN7SL34P,1,gwasrapidd,11.11111111111111
RN7SL353P,1,gwasrapidd,11.11111111111111
RN7SL357P,1,gwasrapidd,11.11111111111111
RN7SL398P,1,gwasrapidd,11.11111111111111
RN7SL405P,1,gwasrapidd,11.11111111111111
RN7SL473P,1,gwasrapidd,11.11111111111111
RN7SL475P,1,gwasrapidd,11.11111111111111
RN7SL492P,1,gwasrapidd,11.11111111111111
RNU6-1007P,1,gwasrapidd,11.11111111111111
RNU6-1016P,1,gwasrapidd,11.11111111111111
RNU6-1017P,1,gwasrapidd,11.11111111111111
RNU6-1028P,1,gwasrapidd,11.11111111111111
RNU6-1032P,1,gwasrapidd,11.11111111111111
RNU6-1129P,1,gwasrapidd,11.11111111111111
RNU6-1131P,1,gwasrapidd,11.11111111111111
RNU6-1198P,1,gwasrapidd,11.11111111111111
RNU4-40P,1,gwasrapidd,11.11111111111111
RNU4-41P,1,gwasrapidd,11.11111111111111
RNU4-66P,1,gwasrapidd,11.11111111111111
RNU4-70P,1,gwasrapidd,11.11111111111111
RNU4-76P,1,gwasrapidd,11.11111111111111
RNU5E-3P,1,gwasrapidd,11.11111111111111
RNU5F-5P,1,gwasrapidd,11.11111111111111
RNU6-1006P,1,gwasrapidd,11.11111111111111
RNU1-140P,1,gwasrapidd,11.11111111111111
RNU1-148P,1,gwasrapidd,11.11111111111111
RNU1-44P,1,gwasrapidd,11.11111111111111
RNU11-3P,1,gwasrapidd,11.11111111111111
RNU2-3P,1,gwasrapidd,11.11111111111111
RNU2-8P,1,gwasrapidd,11.11111111111111
RNU4-35P,1,gwasrapidd,11.11111111111111
RNU4-39P,1,gwasrapidd,11.11111111111111
RNA5SP481,1,gwasrapidd,11.11111111111111
RNA5SP482,1,gwasrapidd,11.11111111111111
RNA5SP483,1,gwasrapidd,11.11111111111111
RNF113B,1,gwasrapidd,11.11111111111111
RNF213-AS1,1,gwasrapidd,11.11111111111111
RNF5,1,gwasrapidd,11.11111111111111
RNU1-11P,1,gwasrapidd,11.11111111111111
RNU1-134P,1,gwasrapidd,11.11111111111111
RNU6-573P,1,gwasrapidd,11.11111111111111
RNU6-584P,1,gwasrapidd,11.11111111111111
RNU6-601P,1,gwasrapidd,11.11111111111111
RNU6-608P,1,gwasrapidd,11.11111111111111
RNU6-653P,1,gwasrapidd,11.11111111111111
RNU6-657P,1,gwasrapidd,11.11111111111111
RNU6-680P,1,gwasrapidd,11.11111111111111
RNU6-728P,1,gwasrapidd,11.11111111111111
RNU6-334P,1,gwasrapidd,11.11111111111111
RNU6-341P,1,gwasrapidd,11.11111111111111
RNU6-375P,1,gwasrapidd,11.11111111111111
RNU6-380P,1,gwasrapidd,11.11111111111111
RNU6-386P,1,gwasrapidd,11.11111111111111
RNU6-446P,1,gwasrapidd,11.11111111111111
RNU6-510P,1,gwasrapidd,11.11111111111111
RNU6-546P,1,gwasrapidd,11.11111111111111
RNU6-138P,1,gwasrapidd,11.11111111111111
RNU6-148P,1,gwasrapidd,11.11111111111111
RNU6-151P,1,gwasrapidd,11.11111111111111
RNU6-155P,1,gwasrapidd,11.11111111111111
RNU6-185P,1,gwasrapidd,11.11111111111111
RNU6-288P,1,gwasrapidd,11.11111111111111
RNU6-306P,1,gwasrapidd,11.11111111111111
RNU6-331P,1,gwasrapidd,11.11111111111111
RNU6-11P,1,gwasrapidd,11.11111111111111
RNU6-1213P,1,gwasrapidd,11.11111111111111
RNU6-1218P,1,gwasrapidd,11.11111111111111
RNU6-1224P,1,gwasrapidd,11.11111111111111
RNU6-1243P,1,gwasrapidd,11.11111111111111
RNU6-1246P,1,gwasrapidd,11.11111111111111
RNU6-1255P,1,gwasrapidd,11.11111111111111
RNU6-1278P,1,gwasrapidd,11.11111111111111
RPF2P1,1,gwasrapidd,11.11111111111111
RPL10AP9,1,gwasrapidd,11.11111111111111
RPL12P20,1,gwasrapidd,11.11111111111111
RPL12P30,1,gwasrapidd,11.11111111111111
RPL12P40,1,gwasrapidd,11.11111111111111
RPL12P42,1,gwasrapidd,11.11111111111111
RPL13AP,1,gwasrapidd,11.11111111111111
RPL14P4,1,gwasrapidd,11.11111111111111
RNU7-181P,1,gwasrapidd,11.11111111111111
RNU7-28P,1,gwasrapidd,11.11111111111111
RNU7-60P,1,gwasrapidd,11.11111111111111
RNY3P3,1,gwasrapidd,11.11111111111111
RNY4P37,1,gwasrapidd,11.11111111111111
ROBO2,1,gwasrapidd,11.11111111111111
RPEL1,1,gwasrapidd,11.11111111111111
RPEP5,1,gwasrapidd,11.11111111111111
RNU6-952P,1,gwasrapidd,11.11111111111111
RNU6-958P,1,gwasrapidd,11.11111111111111
RNU6-991P,1,gwasrapidd,11.11111111111111
RNU6-998P,1,gwasrapidd,11.11111111111111
RNU6ATAC16P,1,gwasrapidd,11.11111111111111
RNU7-151P,1,gwasrapidd,11.11111111111111
RNU7-156P,1,gwasrapidd,11.11111111111111
RNU7-165P,1,gwasrapidd,11.11111111111111
RNU6-745P,1,gwasrapidd,11.11111111111111
RNU6-758P,1,gwasrapidd,11.11111111111111
RNU6-780P,1,gwasrapidd,11.11111111111111
RNU6-808P,1,gwasrapidd,11.11111111111111
RNU6-842P,1,gwasrapidd,11.11111111111111
RNU6-856P,1,gwasrapidd,11.11111111111111
RNU6-896P,1,gwasrapidd,11.11111111111111
RNU6-908P,1,gwasrapidd,11.11111111111111
RPL35P2,1,gwasrapidd,11.11111111111111
RPL36AP20,1,gwasrapidd,11.11111111111111
RPL36AP26,1,gwasrapidd,11.11111111111111
RPL37P25,1,gwasrapidd,11.11111111111111
RPL38P6,1,gwasrapidd,11.11111111111111
RPL3P11,1,gwasrapidd,11.11111111111111
RPL5P26,1,gwasrapidd,11.11111111111111
RPL6P5,1,gwasrapidd,11.11111111111111
RPL26P21,1,gwasrapidd,11.11111111111111
RPL31P12,1,gwasrapidd,11.11111111111111
RPL31P51,1,gwasrapidd,11.11111111111111
RPL31P6,1,gwasrapidd,11.11111111111111
RPL32P36,1,gwasrapidd,11.11111111111111
RPL34P3,1,gwasrapidd,11.11111111111111
RPL35AP30,1,gwasrapidd,11.11111111111111
RPL35AP35,1,gwasrapidd,11.11111111111111
RPL21P81,1,gwasrapidd,11.11111111111111
RPL21P93,1,gwasrapidd,11.11111111111111
RPL21P97,1,gwasrapidd,11.11111111111111
RPL22P17,1,gwasrapidd,11.11111111111111
RPL23AP1,1,gwasrapidd,11.11111111111111
RPL23AP36,1,gwasrapidd,11.11111111111111
RPL23AP65,1,gwasrapidd,11.11111111111111
RPL23AP81,1,gwasrapidd,11.11111111111111
RPL15P14,1,gwasrapidd,11.11111111111111
RPL17P44,1,gwasrapidd,11.11111111111111
RPL18AP1,1,gwasrapidd,11.11111111111111
RPL21P103,1,gwasrapidd,11.11111111111111
RPL21P124,1,gwasrapidd,11.11111111111111
RPL21P137,1,gwasrapidd,11.11111111111111
RPL21P60,1,gwasrapidd,11.11111111111111
RPL21P66,1,gwasrapidd,11.11111111111111
RPS26P8,1,gwasrapidd,11.11111111111111
RPS27AP2,1,gwasrapidd,11.11111111111111
RPS27AP4,1,gwasrapidd,11.11111111111111
RPS27P10,1,gwasrapidd,11.11111111111111
RPS29P1,1,gwasrapidd,11.11111111111111
RPS29P4,1,gwasrapidd,11.11111111111111
RPS2P13,1,gwasrapidd,11.11111111111111
RPS2P37,1,gwasrapidd,11.11111111111111
RPS15P7,1,gwasrapidd,11.11111111111111
RPS19P6,1,gwasrapidd,11.11111111111111
RPS20P17,1,gwasrapidd,11.11111111111111
RPS20P4,1,gwasrapidd,11.11111111111111
RPS26P3,1,gwasrapidd,11.11111111111111
RPS26P33,1,gwasrapidd,11.11111111111111
RPS26P38,1,gwasrapidd,11.11111111111111
RPS26P39,1,gwasrapidd,11.11111111111111
RPL9P15,1,gwasrapidd,11.11111111111111
RPLP1P4,1,gwasrapidd,11.11111111111111
RPRD2,1,gwasrapidd,11.11111111111111
RPS10-NUDT3,1,gwasrapidd,11.11111111111111
RPS10P19,1,gwasrapidd,11.11111111111111
RPS14P1,1,gwasrapidd,11.11111111111111
RPS15AP24,1,gwasrapidd,11.11111111111111
RPS15AP30,1,gwasrapidd,11.11111111111111
RPL7A,1,gwasrapidd,11.11111111111111
RPL7AP33,1,gwasrapidd,11.11111111111111
RPL7AP44,1,gwasrapidd,11.11111111111111
RPL7AP47,1,gwasrapidd,11.11111111111111
RPL7AP51,1,gwasrapidd,11.11111111111111
RPL7P1,1,gwasrapidd,11.11111111111111
RPL7P14,1,gwasrapidd,11.11111111111111
RPL7P4,1,gwasrapidd,11.11111111111111
SBF2,1,gwasrapidd,11.11111111111111
SCAND3P1,1,gwasrapidd,11.11111111111111
SCDAL,1,gwasrapidd,11.11111111111111
SCYL1,1,gwasrapidd,11.11111111111111
SDCBPP3,1,gwasrapidd,11.11111111111111
SEC63P2,1,gwasrapidd,11.11111111111111
SEM1P1,1,gwasrapidd,11.11111111111111
DDIT4-AS1,1,gwasrapidd,11.11111111111111
RSU1,1,gwasrapidd,11.11111111111111
RTCB,1,gwasrapidd,11.11111111111111
RTN4RL1,1,gwasrapidd,11.11111111111111
RUNX1,1,gwasrapidd,11.11111111111111
RYR1,1,gwasrapidd,11.11111111111111
SARAF,1,gwasrapidd,11.11111111111111
SASH1,1,gwasrapidd,11.11111111111111
SATB1-AS1,1,gwasrapidd,11.11111111111111
RPS6P17,1,gwasrapidd,11.11111111111111
RPS7P11,1,gwasrapidd,11.11111111111111
RPS7P8,1,gwasrapidd,11.11111111111111
RPS8P7,1,gwasrapidd,11.11111111111111
RPSAP11,1,gwasrapidd,11.11111111111111
RPSAP40,1,gwasrapidd,11.11111111111111
RPSAP51,1,gwasrapidd,11.11111111111111
RPSAP74,1,gwasrapidd,11.11111111111111
RPS2P54,1,gwasrapidd,11.11111111111111
RPS2P55,1,gwasrapidd,11.11111111111111
RPS3AP26,1,gwasrapidd,11.11111111111111
RPS3AP36,1,gwasrapidd,11.11111111111111
RPS4XP18,1,gwasrapidd,11.11111111111111
RPS4Y1P1,1,gwasrapidd,11.11111111111111
RPS5P2,1,gwasrapidd,11.11111111111111
RPS6KL1,1,gwasrapidd,11.11111111111111
SENP3-EIF4A1,1,gwasrapidd,11.11111111111111
SERPINA10,1,gwasrapidd,11.11111111111111
SERPINA11,1,gwasrapidd,11.11111111111111
SERPINA9,1,gwasrapidd,11.11111111111111
SESTD1,1,gwasrapidd,11.11111111111111
SFSWAP,1,gwasrapidd,11.11111111111111
SFSWAP-AS1,1,gwasrapidd,11.11111111111111
SGSH,1,gwasrapidd,11.11111111111111
DNAJB12,1,gwasrapidd,11.11111111111111
DNAJC19P8,1,gwasrapidd,11.11111111111111
DNAJC30,1,gwasrapidd,11.11111111111111
DNAJC5,1,gwasrapidd,11.11111111111111
DNAJC9P1,1,gwasrapidd,11.11111111111111
DOCK5,1,gwasrapidd,11.11111111111111
DPH1-AS1,1,gwasrapidd,11.11111111111111
DPH2,1,gwasrapidd,11.11111111111111
DIP2C-AS1,1,gwasrapidd,11.11111111111111
DIP2C-AS2,1,gwasrapidd,11.11111111111111
DLST,1,gwasrapidd,11.11111111111111
DMAC2,1,gwasrapidd,11.11111111111111
DMBT1,1,gwasrapidd,11.11111111111111
DMRT1,1,gwasrapidd,11.11111111111111
DNAAF19,1,gwasrapidd,11.11111111111111
DNAI4,1,gwasrapidd,11.11111111111111
DDR1,1,gwasrapidd,11.11111111111111
DDR1-DT,1,gwasrapidd,11.11111111111111
DDX20,1,gwasrapidd,11.11111111111111
DDX6P1,1,gwasrapidd,11.11111111111111
DELEC1,1,gwasrapidd,11.11111111111111
DGCR8,1,gwasrapidd,11.11111111111111
DHX16,1,gwasrapidd,11.11111111111111
DIP2C,1,gwasrapidd,11.11111111111111
SLC9A5,1,gwasrapidd,11.11111111111111
SLX4IP,1,gwasrapidd,11.11111111111111
SMARCAL1-AS1,1,gwasrapidd,11.11111111111111
SMARCC2,1,gwasrapidd,11.11111111111111
SMC3,1,gwasrapidd,11.11111111111111
SMG6-AS1,1,gwasrapidd,11.11111111111111
SMIM11P2,1,gwasrapidd,11.11111111111111
SMIM29,1,gwasrapidd,11.11111111111111
SLC26A2,1,gwasrapidd,11.11111111111111
SLC27A6,1,gwasrapidd,11.11111111111111
SLC28A3,1,gwasrapidd,11.11111111111111
SLC35D1,1,gwasrapidd,11.11111111111111
SLC35D2-HSD17B3,1,gwasrapidd,11.11111111111111
SLC39A13-AS1,1,gwasrapidd,11.11111111111111
SLC4A10,1,gwasrapidd,11.11111111111111
SLC6A9,1,gwasrapidd,11.11111111111111
SKIC2,1,gwasrapidd,11.11111111111111
SKOR1,1,gwasrapidd,11.11111111111111
SLC10A7,1,gwasrapidd,11.11111111111111
SLC24A3-AS1,1,gwasrapidd,11.11111111111111
SLC25A21-AS1,1,gwasrapidd,11.11111111111111
SLC25A51P1,1,gwasrapidd,11.11111111111111
SLC25A5P9,1,gwasrapidd,11.11111111111111
SLC26A11,1,gwasrapidd,11.11111111111111
SGSM2,1,gwasrapidd,11.11111111111111
SGSM2-AS1,1,gwasrapidd,11.11111111111111
SH2B2,1,gwasrapidd,11.11111111111111
SH3BP2,1,gwasrapidd,11.11111111111111
SHMT1P1,1,gwasrapidd,11.11111111111111
SHMT2,1,gwasrapidd,11.11111111111111
SIPA1,1,gwasrapidd,11.11111111111111
SIT1,1,gwasrapidd,11.11111111111111
SOX15,1,gwasrapidd,11.11111111111111
SPAG8,1,gwasrapidd,11.11111111111111
SPATA16,1,gwasrapidd,11.11111111111111
SPATA19,1,gwasrapidd,11.11111111111111
CTIF-AS1,1,gwasrapidd,11.11111111111111
CTNNA3,1,gwasrapidd,11.11111111111111
CTR9,1,gwasrapidd,11.11111111111111
CTRB1,1,gwasrapidd,11.11111111111111
SNORD36B,1,gwasrapidd,11.11111111111111
SNORD36C,1,gwasrapidd,11.11111111111111
SNORD48,1,gwasrapidd,11.11111111111111
SNORD52,1,gwasrapidd,11.11111111111111
SNORD91A,1,gwasrapidd,11.11111111111111
SNORD91B,1,gwasrapidd,11.11111111111111
