Gene,Phenotype,Analysis_Date
LOC124900273,migraine,2026-04-09 21:32:48
LOC124900287,migraine,2026-04-09 21:32:48
LOC124900322,migraine,2026-04-09 21:32:48
LOC124900330,migraine,2026-04-09 21:32:48
LOC124900334,migraine,2026-04-09 21:32:48
LOC124900382,migraine,2026-04-09 21:32:48
LOC124900445,migraine,2026-04-09 21:32:48
LOC124900451,migraine,2026-04-09 21:32:48
LOC124900460,migraine,2026-04-09 21:32:48
LOC124900476,migraine,2026-04-09 21:32:48
LOC124900512,migraine,2026-04-09 21:32:48
LOC124900525,migraine,2026-04-09 21:32:48
LOC124900596,migraine,2026-04-09 21:32:48
LOC124900609,migraine,2026-04-09 21:32:48
LOC124900656,migraine,2026-04-09 21:32:48
LOC124900743,migraine,2026-04-09 21:32:48
LOC124900846,migraine,2026-04-09 21:32:48
LOC124900903,migraine,2026-04-09 21:32:48
LOC124900913,migraine,2026-04-09 21:32:48
LOC124901018,migraine,2026-04-09 21:32:48
LOC124901025,migraine,2026-04-09 21:32:48
LOC124901122,migraine,2026-04-09 21:32:48
LOC124901124,migraine,2026-04-09 21:32:48
LOC124901133,migraine,2026-04-09 21:32:48
LOC124901136,migraine,2026-04-09 21:32:48
LOC124901138,migraine,2026-04-09 21:32:48
LOC124901151,migraine,2026-04-09 21:32:48
LOC124901207,migraine,2026-04-09 21:32:48
LOC124901210,migraine,2026-04-09 21:32:48
LOC124901213,migraine,2026-04-09 21:32:48
LOC124901216,migraine,2026-04-09 21:32:48
LOC124901218,migraine,2026-04-09 21:32:48
LOC124901225,migraine,2026-04-09 21:32:48
LOC124901230,migraine,2026-04-09 21:32:48
LOC124901233,migraine,2026-04-09 21:32:48
LOC124901262,migraine,2026-04-09 21:32:48
LOC124901275,migraine,2026-04-09 21:32:48
LOC124901323,migraine,2026-04-09 21:32:48
LOC124901427,migraine,2026-04-09 21:32:48
LOC124901439,migraine,2026-04-09 21:32:48
LOC124901481,migraine,2026-04-09 21:32:48
LOC124901492,migraine,2026-04-09 21:32:48
LOC124901503,migraine,2026-04-09 21:32:48
LOC124901515,migraine,2026-04-09 21:32:48
LOC124901559,migraine,2026-04-09 21:32:48
LOC124901573,migraine,2026-04-09 21:32:48
LOC124901584,migraine,2026-04-09 21:32:48
LOC124901618,migraine,2026-04-09 21:32:48
LOC124901711,migraine,2026-04-09 21:32:48
LOC124901726,migraine,2026-04-09 21:32:48
LOC124901727,migraine,2026-04-09 21:32:48
LOC124901733,migraine,2026-04-09 21:32:48
LOC124901850,migraine,2026-04-09 21:32:48
LOC124901862,migraine,2026-04-09 21:32:48
LOC124901889,migraine,2026-04-09 21:32:48
LOC124901902,migraine,2026-04-09 21:32:48
LOC124901913,migraine,2026-04-09 21:32:48
LOC124901927,migraine,2026-04-09 21:32:48
LOC124901961,migraine,2026-04-09 21:32:48
LOC124901973,migraine,2026-04-09 21:32:48
LOC124901998,migraine,2026-04-09 21:32:48
LOC124902025,migraine,2026-04-09 21:32:48
LOC124902063,migraine,2026-04-09 21:32:48
LOC124902103,migraine,2026-04-09 21:32:48
LOC124902109,migraine,2026-04-09 21:32:48
LOC124902130,migraine,2026-04-09 21:32:48
LOC124902175,migraine,2026-04-09 21:32:48
LOC124902294,migraine,2026-04-09 21:32:48
LOC124902320,migraine,2026-04-09 21:32:48
LOC124902336,migraine,2026-04-09 21:32:48
LOC124902356,migraine,2026-04-09 21:32:48
LOC124902361,migraine,2026-04-09 21:32:48
LOC124902364,migraine,2026-04-09 21:32:48
LOC124902379,migraine,2026-04-09 21:32:48
LOC124902385,migraine,2026-04-09 21:32:48
LOC124902402,migraine,2026-04-09 21:32:48
LOC124902405,migraine,2026-04-09 21:32:48
LOC124902407,migraine,2026-04-09 21:32:48
LOC124902425,migraine,2026-04-09 21:32:48
LOC124902427,migraine,2026-04-09 21:32:48
LOC124902444,migraine,2026-04-09 21:32:48
LOC124902473,migraine,2026-04-09 21:32:48
LOC124902498,migraine,2026-04-09 21:32:48
LOC124902502,migraine,2026-04-09 21:32:48
LOC124902503,migraine,2026-04-09 21:32:48
LOC124902504,migraine,2026-04-09 21:32:48
LOC124902519,migraine,2026-04-09 21:32:48
LOC124902545,migraine,2026-04-09 21:32:48
LOC124902562,migraine,2026-04-09 21:32:48
LOC124902563,migraine,2026-04-09 21:32:48
LOC124902564,migraine,2026-04-09 21:32:48
LOC124902567,migraine,2026-04-09 21:32:48
LOC124902572,migraine,2026-04-09 21:32:48
LOC124902598,migraine,2026-04-09 21:32:48
LOC124902628,migraine,2026-04-09 21:32:48
LOC124902662,migraine,2026-04-09 21:32:48
LOC124902670,migraine,2026-04-09 21:32:48
LOC124902679,migraine,2026-04-09 21:32:48
LOC124902692,migraine,2026-04-09 21:32:48
LOC124902725,migraine,2026-04-09 21:32:48
LOC124902726,migraine,2026-04-09 21:32:48
LOC124902739,migraine,2026-04-09 21:32:48
LOC124902823,migraine,2026-04-09 21:32:48
LOC124902827,migraine,2026-04-09 21:32:48
LOC124902835,migraine,2026-04-09 21:32:48
LOC124902877,migraine,2026-04-09 21:32:48
LOC124902879,migraine,2026-04-09 21:32:48
LOC124902937,migraine,2026-04-09 21:32:48
LOC124902938,migraine,2026-04-09 21:32:48
LOC124902942,migraine,2026-04-09 21:32:48
LOC124902943,migraine,2026-04-09 21:32:48
LOC124902945,migraine,2026-04-09 21:32:48
LOC124902946,migraine,2026-04-09 21:32:48
LOC124902949,migraine,2026-04-09 21:32:48
LOC124903033,migraine,2026-04-09 21:32:48
LOC124903044,migraine,2026-04-09 21:32:48
LOC124903058,migraine,2026-04-09 21:32:48
LOC124903059,migraine,2026-04-09 21:32:48
LOC124903212,migraine,2026-04-09 21:32:48
LOC124903232,migraine,2026-04-09 21:32:48
LOC124903272,migraine,2026-04-09 21:32:48
LOC124903305,migraine,2026-04-09 21:32:48
LOC124903336,migraine,2026-04-09 21:32:48
LOC124903348,migraine,2026-04-09 21:32:48
LOC124903512,migraine,2026-04-09 21:32:48
LOC124903519,migraine,2026-04-09 21:32:48
LOC124903539,migraine,2026-04-09 21:32:48
LOC124903556,migraine,2026-04-09 21:32:48
LOC124903559,migraine,2026-04-09 21:32:48
LOC124903560,migraine,2026-04-09 21:32:48
LOC124903561,migraine,2026-04-09 21:32:48
LOC124903570,migraine,2026-04-09 21:32:48
LOC124903583,migraine,2026-04-09 21:32:48
LOC124903584,migraine,2026-04-09 21:32:48
LOC124903621,migraine,2026-04-09 21:32:48
LOC124903622,migraine,2026-04-09 21:32:48
LOC124903623,migraine,2026-04-09 21:32:48
LOC124903624,migraine,2026-04-09 21:32:48
LOC124903635,migraine,2026-04-09 21:32:48
LOC124903636,migraine,2026-04-09 21:32:48
LOC124903660,migraine,2026-04-09 21:32:48
LOC124903701,migraine,2026-04-09 21:32:48
LOC124903723,migraine,2026-04-09 21:32:48
LOC124903733,migraine,2026-04-09 21:32:48
LOC124903748,migraine,2026-04-09 21:32:48
LOC124903749,migraine,2026-04-09 21:32:48
LOC124903750,migraine,2026-04-09 21:32:48
LOC124903823,migraine,2026-04-09 21:32:48
LOC124903824,migraine,2026-04-09 21:32:48
LOC124903827,migraine,2026-04-09 21:32:48
LOC124903828,migraine,2026-04-09 21:32:48
LOC124903832,migraine,2026-04-09 21:32:48
LOC124903835,migraine,2026-04-09 21:32:48
LOC124903852,migraine,2026-04-09 21:32:48
LOC124903853,migraine,2026-04-09 21:32:48
LOC124903896,migraine,2026-04-09 21:32:48
LOC124903903,migraine,2026-04-09 21:32:48
LOC124903967,migraine,2026-04-09 21:32:48
LOC124904019,migraine,2026-04-09 21:32:48
LOC124904043,migraine,2026-04-09 21:32:48
LOC124904069,migraine,2026-04-09 21:32:48
LOC124904072,migraine,2026-04-09 21:32:48
LOC124904073,migraine,2026-04-09 21:32:48
LOC124904088,migraine,2026-04-09 21:32:48
LOC124904094,migraine,2026-04-09 21:32:48
LOC124904101,migraine,2026-04-09 21:32:48
LOC124904110,migraine,2026-04-09 21:32:48
LOC124904165,migraine,2026-04-09 21:32:48
LOC124904167,migraine,2026-04-09 21:32:48
LOC124904233,migraine,2026-04-09 21:32:48
LOC124904260,migraine,2026-04-09 21:32:48
LOC124904261,migraine,2026-04-09 21:32:48
LOC124904262,migraine,2026-04-09 21:32:48
LOC124904264,migraine,2026-04-09 21:32:48
LOC124904265,migraine,2026-04-09 21:32:48
LOC124904288,migraine,2026-04-09 21:32:48
LOC124904289,migraine,2026-04-09 21:32:48
LOC124904295,migraine,2026-04-09 21:32:48
LOC124904312,migraine,2026-04-09 21:32:48
LOC124904355,migraine,2026-04-09 21:32:48
LOC124904359,migraine,2026-04-09 21:32:48
LOC124904379,migraine,2026-04-09 21:32:48
LOC124904416,migraine,2026-04-09 21:32:48
LOC124904417,migraine,2026-04-09 21:32:48
LOC124904495,migraine,2026-04-09 21:32:48
LOC124904496,migraine,2026-04-09 21:32:48
LOC124904512,migraine,2026-04-09 21:32:48
LOC124904571,migraine,2026-04-09 21:32:48
LOC124904590,migraine,2026-04-09 21:32:48
LOC124904656,migraine,2026-04-09 21:32:48
LOC124904659,migraine,2026-04-09 21:32:48
LOC124904711,migraine,2026-04-09 21:32:48
LOC124904721,migraine,2026-04-09 21:32:48
LOC124904843,migraine,2026-04-09 21:32:48
LOC124904886,migraine,2026-04-09 21:32:48
LOC124904951,migraine,2026-04-09 21:32:48
LOC124904956,migraine,2026-04-09 21:32:48
LOC124904972,migraine,2026-04-09 21:32:48
LOC124904980,migraine,2026-04-09 21:32:48
LOC124905083,migraine,2026-04-09 21:32:48
LOC124905089,migraine,2026-04-09 21:32:48
LOC124905103,migraine,2026-04-09 21:32:48
LOC124906032,migraine,2026-04-09 21:32:48
LOC124906090,migraine,2026-04-09 21:32:48
LOC124906114,migraine,2026-04-09 21:32:48
LOC124906146,migraine,2026-04-09 21:32:48
LOC124906152,migraine,2026-04-09 21:32:48
LOC124906248,migraine,2026-04-09 21:32:48
LOC124906277,migraine,2026-04-09 21:32:48
LOC124906345,migraine,2026-04-09 21:32:48
LOC124906367,migraine,2026-04-09 21:32:48
LOC124907854,migraine,2026-04-09 21:32:48
LOC124909342,migraine,2026-04-09 21:32:48
LOC124909358,migraine,2026-04-09 21:32:48
LOC124909391,migraine,2026-04-09 21:32:48
LOC124909392,migraine,2026-04-09 21:32:48
LOC124909393,migraine,2026-04-09 21:32:48
LOC124909422,migraine,2026-04-09 21:32:48
LOC124909458,migraine,2026-04-09 21:32:48
LOC126805704,migraine,2026-04-09 21:32:48
LOC126805890,migraine,2026-04-09 21:32:48
LOC126806299,migraine,2026-04-09 21:32:48
LOC126806300,migraine,2026-04-09 21:32:48
LOC126859827,migraine,2026-04-09 21:32:48
LOC126860792,migraine,2026-04-09 21:32:48
LOC126861856,migraine,2026-04-09 21:32:48
LOC126862479,migraine,2026-04-09 21:32:48
LOC126862864,migraine,2026-04-09 21:32:48
LOC126862865,migraine,2026-04-09 21:32:48
LOC126862866,migraine,2026-04-09 21:32:48
LOC127814297,migraine,2026-04-09 21:32:48
LOC128966704,migraine,2026-04-09 21:32:48
LOC128966744,migraine,2026-04-09 21:32:48
LOC129388896,migraine,2026-04-09 21:32:48
LOC129391066,migraine,2026-04-09 21:32:48
LOC129934517,migraine,2026-04-09 21:32:48
LOC129934518,migraine,2026-04-09 21:32:48
LOC130003141,migraine,2026-04-09 21:32:48
LOC130003142,migraine,2026-04-09 21:32:48
LOC130058790,migraine,2026-04-09 21:32:48
LOC130058793,migraine,2026-04-09 21:32:48
LOC130058794,migraine,2026-04-09 21:32:48
LOC130063715,migraine,2026-04-09 21:32:48
LOC130063716,migraine,2026-04-09 21:32:48
LOC130063717,migraine,2026-04-09 21:32:48
LOC130063718,migraine,2026-04-09 21:32:48
LOC130063807,migraine,2026-04-09 21:32:48
LOC260339,migraine,2026-04-09 21:32:48
LOC283172,migraine,2026-04-09 21:32:48
LOC284009,migraine,2026-04-09 21:32:48
LOC285453,migraine,2026-04-09 21:32:48
LOC339166,migraine,2026-04-09 21:32:48
LOC339666,migraine,2026-04-09 21:32:48
LOC340512,migraine,2026-04-09 21:32:48
LOC349160,migraine,2026-04-09 21:32:48
LOC389199,migraine,2026-04-09 21:32:48
LOC390332,migraine,2026-04-09 21:32:48
LOC390638,migraine,2026-04-09 21:32:48
LOC399900,migraine,2026-04-09 21:32:48
LOC401021,migraine,2026-04-09 21:32:48
LOC441087,migraine,2026-04-09 21:32:48
LOC442064,migraine,2026-04-09 21:32:48
LOC645967,migraine,2026-04-09 21:32:48
LOC646927,migraine,2026-04-09 21:32:48
LOC651337,migraine,2026-04-09 21:32:48
LOC653503,migraine,2026-04-09 21:32:48
LOC729683,migraine,2026-04-09 21:32:48
LOEYS,migraine,2026-04-09 21:32:48
LOEYS-DIETZ,migraine,2026-04-09 21:32:48
LOVD,migraine,2026-04-09 21:32:48
LOX,migraine,2026-04-09 21:32:48
LPA,migraine,2026-04-09 21:32:48
LPAR2,migraine,2026-04-09 21:32:48
LPAR3,migraine,2026-04-09 21:32:48
LPIN3,migraine,2026-04-09 21:32:48
LPL,migraine,2026-04-09 21:32:48
LPP,migraine,2026-04-09 21:32:48
LPP-AS2,migraine,2026-04-09 21:32:48
LRCH1,migraine,2026-04-09 21:32:48
LRFN5,migraine,2026-04-09 21:32:48
LRIG3,migraine,2026-04-09 21:32:48
LRP1,migraine,2026-04-09 21:32:48
LRP1-AS,migraine,2026-04-09 21:32:48
LRP11,migraine,2026-04-09 21:32:48
LRP1B,migraine,2026-04-09 21:32:48
LRP4,migraine,2026-04-09 21:32:48
LRP4-AS1,migraine,2026-04-09 21:32:48
LRP6,migraine,2026-04-09 21:32:48
LRRC18,migraine,2026-04-09 21:32:48
LRRC23,migraine,2026-04-09 21:32:48
LRRC37A,migraine,2026-04-09 21:32:48
LRRC37A14P,migraine,2026-04-09 21:32:48
LRRC37A15P,migraine,2026-04-09 21:32:48
LRRC37A2,migraine,2026-04-09 21:32:48
LRRC37A4P,migraine,2026-04-09 21:32:48
LRRC4C,migraine,2026-04-09 21:32:48
LRRC6,migraine,2026-04-09 21:32:48
LRRC61,migraine,2026-04-09 21:32:48
LRRC69,migraine,2026-04-09 21:32:48
LRRC7,migraine,2026-04-09 21:32:48
LRRC7-AS1,migraine,2026-04-09 21:32:48
LRRC8A,migraine,2026-04-09 21:32:48
LRRFIP2,migraine,2026-04-09 21:32:48
LRRIQ3,migraine,2026-04-09 21:32:48
LRRK2,migraine,2026-04-09 21:32:48
LRRTM3,migraine,2026-04-09 21:32:48
LSG1,migraine,2026-04-09 21:32:48
LSM2,migraine,2026-04-09 21:32:48
LSMEM2,migraine,2026-04-09 21:32:48
LTA,migraine,2026-04-09 21:32:48
LTBP3,migraine,2026-04-09 21:32:48
LTK,migraine,2026-04-09 21:32:48
LUC7L,migraine,2026-04-09 21:32:48
LUC7L3,migraine,2026-04-09 21:32:48
LY6G5C,migraine,2026-04-09 21:32:48
LY75,migraine,2026-04-09 21:32:48
LY86,migraine,2026-04-09 21:32:48
LYL1,migraine,2026-04-09 21:32:48
LYRM4,migraine,2026-04-09 21:32:48
LYSET,migraine,2026-04-09 21:32:48
LYST,migraine,2026-04-09 21:32:48
LYVE1,migraine,2026-04-09 21:32:48
LYZ,migraine,2026-04-09 21:32:48
LYZL1,migraine,2026-04-09 21:32:48
Low-Density Lipoprotein Receptor,migraine,2026-04-09 21:32:48
MACF1,migraine,2026-04-09 21:32:48
MAD1L1,migraine,2026-04-09 21:32:48
MAD2L1BP,migraine,2026-04-09 21:32:48
MADD,migraine,2026-04-09 21:32:48
MADD-AS1,migraine,2026-04-09 21:32:48
MAEA,migraine,2026-04-09 21:32:48
MAFK,migraine,2026-04-09 21:32:48
MAG,migraine,2026-04-09 21:32:48
MAGEE2,migraine,2026-04-09 21:32:48
MAJIN,migraine,2026-04-09 21:32:48
MAJOR,migraine,2026-04-09 21:32:48
MAK16,migraine,2026-04-09 21:32:48
MALAT1,migraine,2026-04-09 21:32:48
MALFORMATION,migraine,2026-04-09 21:32:48
MAML3,migraine,2026-04-09 21:32:48
MAN2A2,migraine,2026-04-09 21:32:48
MAN2B1,migraine,2026-04-09 21:32:48
MAN2C1,migraine,2026-04-09 21:32:48
MANBA,migraine,2026-04-09 21:32:48
MANE,migraine,2026-04-09 21:32:48
MANEA,migraine,2026-04-09 21:32:48
MANEAL,migraine,2026-04-09 21:32:48
MANIFESTATIONS,migraine,2026-04-09 21:32:48
MAO-A,migraine,2026-04-09 21:32:48
MAO-A and -B,migraine,2026-04-09 21:32:48
MAO-B,migraine,2026-04-09 21:32:48
MAOA,migraine,2026-04-09 21:32:48
MAOB,migraine,2026-04-09 21:32:48
MAP1B,migraine,2026-04-09 21:32:48
MAP2K1,migraine,2026-04-09 21:32:48
MAP2K1P1,migraine,2026-04-09 21:32:48
MAP2K2,migraine,2026-04-09 21:32:48
MAP2K5,migraine,2026-04-09 21:32:48
MAP2K7,migraine,2026-04-09 21:32:48
MAP3K1,migraine,2026-04-09 21:32:48
MAP3K11,migraine,2026-04-09 21:32:48
MAP3K12,migraine,2026-04-09 21:32:48
MAP3K14,migraine,2026-04-09 21:32:48
MAP3K20,migraine,2026-04-09 21:32:48
MAP3K3,migraine,2026-04-09 21:32:48
MAP3K4,migraine,2026-04-09 21:32:48
MAP4K1,migraine,2026-04-09 21:32:48
MAP4K1-AS1,migraine,2026-04-09 21:32:48
MAP4K4,migraine,2026-04-09 21:32:48
MAPK1,migraine,2026-04-09 21:32:48
MAPK10,migraine,2026-04-09 21:32:48
MAPK14,migraine,2026-04-09 21:32:48
MAPK3,migraine,2026-04-09 21:32:48
MAPK8,migraine,2026-04-09 21:32:48
MAPK8IP1P1,migraine,2026-04-09 21:32:48
MAPK8IP1P2,migraine,2026-04-09 21:32:48
MAPK9,migraine,2026-04-09 21:32:48
MAPKAP1,migraine,2026-04-09 21:32:48
MAPKAPK2,migraine,2026-04-09 21:32:48
MAPT,migraine,2026-04-09 21:32:48
MAPT-AS1,migraine,2026-04-09 21:32:48
MAPT-IT1,migraine,2026-04-09 21:32:48
MARCH1,migraine,2026-04-09 21:32:48
MARCHF10,migraine,2026-04-09 21:32:48
MARCHF10-AS1,migraine,2026-04-09 21:32:48
MARCHF4,migraine,2026-04-09 21:32:48
MARCHF4-AS1,migraine,2026-04-09 21:32:48
MARCKSL1P1,migraine,2026-04-09 21:32:48
MARK2,migraine,2026-04-09 21:32:48
MARK2P11,migraine,2026-04-09 21:32:48
MARK2P18,migraine,2026-04-09 21:32:48
MARK3,migraine,2026-04-09 21:32:48
MARK4,migraine,2026-04-09 21:32:48
MARRVEL,migraine,2026-04-09 21:32:48
MARS2,migraine,2026-04-09 21:32:48
MAS1LP1,migraine,2026-04-09 21:32:48
MASCRNA,migraine,2026-04-09 21:32:48
MAST1,migraine,2026-04-09 21:32:48
MAST3,migraine,2026-04-09 21:32:48
MASTL,migraine,2026-04-09 21:32:48
MATCAP1,migraine,2026-04-09 21:32:48
MAU2,migraine,2026-04-09 21:32:48
MAZ,migraine,2026-04-09 21:32:48
MB,migraine,2026-04-09 21:32:48
MBNL3,migraine,2026-04-09 21:32:48
MBOAT4,migraine,2026-04-09 21:32:48
MBP,migraine,2026-04-09 21:32:48
MBTD1,migraine,2026-04-09 21:32:48
MC2R,migraine,2026-04-09 21:32:48
MC4R,migraine,2026-04-09 21:32:48
MCAT,migraine,2026-04-09 21:32:48
MCC,migraine,2026-04-09 21:32:48
MCHR2,migraine,2026-04-09 21:32:48
MCHR2-AS1,migraine,2026-04-09 21:32:48
MCL1,migraine,2026-04-09 21:32:48
MCPH1,migraine,2026-04-09 21:32:48
MCTS1,migraine,2026-04-09 21:32:48
MCUR1P1,migraine,2026-04-09 21:32:48
MDC1,migraine,2026-04-09 21:32:48
MDC1-AS1,migraine,2026-04-09 21:32:48
MDD,migraine,2026-04-09 21:32:48
MDD1,migraine,2026-04-09 21:32:48
MDD2,migraine,2026-04-09 21:32:48
MDGA1,migraine,2026-04-09 21:32:48
MDH1,migraine,2026-04-09 21:32:48
MDH2,migraine,2026-04-09 21:32:48
MDK,migraine,2026-04-09 21:32:48
MDR1,migraine,2026-04-09 21:32:48
ME2P1,migraine,2026-04-09 21:32:48
MECP2,migraine,2026-04-09 21:32:48
MECR,migraine,2026-04-09 21:32:48
MED12,migraine,2026-04-09 21:32:48
MED14,migraine,2026-04-09 21:32:48
MED22,migraine,2026-04-09 21:32:48
MEF2D,migraine,2026-04-09 21:32:48
MEFV,migraine,2026-04-09 21:32:48
MEIG1,migraine,2026-04-09 21:32:48
MEIOSIN,migraine,2026-04-09 21:32:48
MEIS1,migraine,2026-04-09 21:32:48
MEMBER,migraine,2026-04-09 21:32:48
MENSTRUAL,migraine,2026-04-09 21:32:48
MEOX2,migraine,2026-04-09 21:32:48
MEP1A,migraine,2026-04-09 21:32:48
MER,migraine,2026-04-09 21:32:48
MERTK,migraine,2026-04-09 21:32:48
MESP2,migraine,2026-04-09 21:32:48
METHYLACYL,migraine,2026-04-09 21:32:48
METRNL,migraine,2026-04-09 21:32:48
METTL16,migraine,2026-04-09 21:32:48
METTL26,migraine,2026-04-09 21:32:48
METTL3,migraine,2026-04-09 21:32:48
METTL5P1,migraine,2026-04-09 21:32:48
MFAP5,migraine,2026-04-09 21:32:48
MFFP1,migraine,2026-04-09 21:32:48
MFFP2,migraine,2026-04-09 21:32:48
MFN2,migraine,2026-04-09 21:32:48
MFSD10,migraine,2026-04-09 21:32:48
MFSD11,migraine,2026-04-09 21:32:48
MFSD14B,migraine,2026-04-09 21:32:48
MFSD4B,migraine,2026-04-09 21:32:48
MFSD9,migraine,2026-04-09 21:32:48
MGI,migraine,2026-04-09 21:32:48
MGLL,migraine,2026-04-09 21:32:48
MGME1,migraine,2026-04-09 21:32:48
MGR1,migraine,2026-04-09 21:32:48
MGR10,migraine,2026-04-09 21:32:48
MGR11,migraine,2026-04-09 21:32:48
MGR12,migraine,2026-04-09 21:32:48
MGR13,migraine,2026-04-09 21:32:48
MGR2,migraine,2026-04-09 21:32:48
MGR3,migraine,2026-04-09 21:32:48
MGR4,migraine,2026-04-09 21:32:48
MGR5,migraine,2026-04-09 21:32:48
MGR6,migraine,2026-04-09 21:32:48
MGR7,migraine,2026-04-09 21:32:48
MGR8,migraine,2026-04-09 21:32:48
MGR9,migraine,2026-04-09 21:32:48
MGRN1,migraine,2026-04-09 21:32:48
MHC,migraine,2026-04-09 21:32:48
MIA,migraine,2026-04-09 21:32:48
MICA,migraine,2026-04-09 21:32:48
MICAL1,migraine,2026-04-09 21:32:48
MICOS13,migraine,2026-04-09 21:32:48
MICROCEPHALY,migraine,2026-04-09 21:32:48
MICU1,migraine,2026-04-09 21:32:48
MIEF2,migraine,2026-04-09 21:32:48
MIER1,migraine,2026-04-09 21:32:48
MIF,migraine,2026-04-09 21:32:48
MIF-AS1,migraine,2026-04-09 21:32:48
MIGRAINE,migraine,2026-04-09 21:32:48
MILR1,migraine,2026-04-09 21:32:48
MILS,migraine,2026-04-09 21:32:48
MIM,migraine,2026-04-09 21:32:48
MINPP1,migraine,2026-04-09 21:32:48
MIPEP,migraine,2026-04-09 21:32:48
MIR10525,migraine,2026-04-09 21:32:48
MIR10A,migraine,2026-04-09 21:32:48
MIR10B,migraine,2026-04-09 21:32:48
MIR1178,migraine,2026-04-09 21:32:48
MIR12118,migraine,2026-04-09 21:32:48
MIR1228,migraine,2026-04-09 21:32:48
MIR122HG,migraine,2026-04-09 21:32:48
MIR1236,migraine,2026-04-09 21:32:48
MIR1251,migraine,2026-04-09 21:32:48
MIR1257,migraine,2026-04-09 21:32:48
MIR1284,migraine,2026-04-09 21:32:48
MIR1286,migraine,2026-04-09 21:32:48
MIR1296,migraine,2026-04-09 21:32:48
MIR1306,migraine,2026-04-09 21:32:48
MIR132,migraine,2026-04-09 21:32:48
MIR1469,migraine,2026-04-09 21:32:48
MIR181C,migraine,2026-04-09 21:32:48
MIR191,migraine,2026-04-09 21:32:48
MIR1915,migraine,2026-04-09 21:32:48
MIR1915HG,migraine,2026-04-09 21:32:48
MIR196A1,migraine,2026-04-09 21:32:48
MIR202,migraine,2026-04-09 21:32:48
MIR202HG,migraine,2026-04-09 21:32:48
MIR212,migraine,2026-04-09 21:32:48
MIR23A,migraine,2026-04-09 21:32:48
MIR24-2,migraine,2026-04-09 21:32:48
MIR27A,migraine,2026-04-09 21:32:48
MIR3160-1,migraine,2026-04-09 21:32:48
MIR3160-2,migraine,2026-04-09 21:32:48
MIR3170,migraine,2026-04-09 21:32:48
MIR3171HG,migraine,2026-04-09 21:32:48
MIR328,migraine,2026-04-09 21:32:48
MIR3616,migraine,2026-04-09 21:32:48
MIR3618,migraine,2026-04-09 21:32:48
MIR3941,migraine,2026-04-09 21:32:48
MIR3944,migraine,2026-04-09 21:32:48
MIR4251,migraine,2026-04-09 21:32:48
MIR4257,migraine,2026-04-09 21:32:48
MIR4272,migraine,2026-04-09 21:32:48
MIR4280HG,migraine,2026-04-09 21:32:48
MIR4285,migraine,2026-04-09 21:32:48
MIR4294,migraine,2026-04-09 21:32:48
MIR4295,migraine,2026-04-09 21:32:48
MIR4303,migraine,2026-04-09 21:32:48
MIR4307,migraine,2026-04-09 21:32:48
MIR4307HG,migraine,2026-04-09 21:32:48
MIR4318,migraine,2026-04-09 21:32:48
MIR4421,migraine,2026-04-09 21:32:48
MIR4452,migraine,2026-04-09 21:32:48
MIR4480,migraine,2026-04-09 21:32:48
MIR4481,migraine,2026-04-09 21:32:48
MIR4487,migraine,2026-04-09 21:32:48
MIR4489,migraine,2026-04-09 21:32:48
MIR4494,migraine,2026-04-09 21:32:48
MIR4503,migraine,2026-04-09 21:32:48
MIR4527,migraine,2026-04-09 21:32:48
MIR4527HG,migraine,2026-04-09 21:32:48
MIR4642,migraine,2026-04-09 21:32:48
MIR4655,migraine,2026-04-09 21:32:48
MIR4688,migraine,2026-04-09 21:32:48
MIR4689,migraine,2026-04-09 21:32:48
MIR4690,migraine,2026-04-09 21:32:48
MIR4693,migraine,2026-04-09 21:32:48
MIR4697,migraine,2026-04-09 21:32:48
MIR4714,migraine,2026-04-09 21:32:48
MIR4739,migraine,2026-04-09 21:32:48
MIR4743,migraine,2026-04-09 21:32:48
MIR490,migraine,2026-04-09 21:32:48
MIR5194,migraine,2026-04-09 21:32:48
MIR548Q,migraine,2026-04-09 21:32:48
MIR5699,migraine,2026-04-09 21:32:48
MIR602,migraine,2026-04-09 21:32:48
MIR605,migraine,2026-04-09 21:32:48
MIR6079,migraine,2026-04-09 21:32:48
MIR6165,migraine,2026-04-09 21:32:48
MIR640,migraine,2026-04-09 21:32:48
MIR6500,migraine,2026-04-09 21:32:48
MIR6505,migraine,2026-04-09 21:32:48
MIR6507,migraine,2026-04-09 21:32:48
MIR6721,migraine,2026-04-09 21:32:48
MIR6746,migraine,2026-04-09 21:32:48
MIR6751,migraine,2026-04-09 21:32:48
MIR6783,migraine,2026-04-09 21:32:48
MIR6784,migraine,2026-04-09 21:32:48
MIR6795,migraine,2026-04-09 21:32:48
MIR6816,migraine,2026-04-09 21:32:48
MIR6823,migraine,2026-04-09 21:32:48
MIR6833,migraine,2026-04-09 21:32:48
MIR6835,migraine,2026-04-09 21:32:48
MIR6842,migraine,2026-04-09 21:32:48
MIR6852,migraine,2026-04-09 21:32:48
MIR6853,migraine,2026-04-09 21:32:48
MIR6870,migraine,2026-04-09 21:32:48
MIR6871,migraine,2026-04-09 21:32:48
MIR6878,migraine,2026-04-09 21:32:48
MIR6879,migraine,2026-04-09 21:32:48
MIR6880,migraine,2026-04-09 21:32:48
MIR6889,migraine,2026-04-09 21:32:48
MIR6891,migraine,2026-04-09 21:32:48
MIR7-1,migraine,2026-04-09 21:32:48
